run,arm,policy,model,programs_in_tape,calls_total,timeline,t_warm_s,t_drain_s,wall_s_sampler,full_window_s,full_gen_tps,full_prompt_tps,full_calls_per_s,full_lat_p50,full_lat_p90,full_lat_p95,full_lat_p99,full_wait_p90,full_wait_p95,warm_window_s,warm_gen_tps,warm_prompt_tps,warm_calls_per_s,warm_lat_p50,warm_lat_p90,warm_lat_p95,warm_lat_p99,warm_wait_p90,warm_wait_p95,steady_window_s,steady_gen_tps,steady_prompt_tps,steady_calls_per_s,steady_lat_p50,steady_lat_p90,steady_lat_p95,steady_lat_p99,steady_wait_p90,steady_wait_p95
27_AB_coder_size_vs_hazard,A,size,qwen3-coder-30b,80,1193,reconstructed,31.9,555.7,1126.2,1026.6,459.6,18324.0,1.162,8.7,65.6,144.7,403.4,5.3,10.0,994.7,449.8,17081.2,0.923,8.6,72.5,159.0,433.5,4.3,24.5,523.8,630.5,28351.7,1.611,8.6,75.0,159.2,446.8,5.2,30.7
27_AB_coder_size_vs_hazard,B,hazard_grade,qwen3-coder-30b,80,1211,reconstructed,33.5,483.8,1118.3,1114.9,436.0,18030.0,1.086,7.5,58.3,124.3,532.2,4.6,6.6,1081.4,425.9,16888.2,0.865,7.5,59.1,125.9,429.3,3.0,6.5,450.3,648.0,31093.1,1.737,7.6,58.5,119.0,345.9,3.5,9.5
