t_s,kv_perc,running,waiting,prefix_hit_cum,preemptions
0.01,0.00,0,0,0.00,0
0.52,0.00,0,0,0.00,0
1.02,0.00,0,0,0.00,0
1.53,0.00,0,0,0.00,0
2.03,0.00,0,0,0.00,0
2.54,0.00,0,0,0.00,0
5.55,2.64,12,68,14.58,0
6.06,4.88,20,60,13.82,0
6.56,8.23,30,50,12.98,0
7.07,10.47,36,44,12.55,0
7.57,13.82,44,36,11.93,0
8.08,16.04,51,29,11.93,0
8.59,19.40,61,19,11.83,0
9.09,21.64,68,12,11.79,0
9.60,25.00,77,3,11.40,0
10.11,27.17,80,0,11.30,0
10.61,27.41,80,0,11.30,0
11.12,27.65,80,0,11.30,0
11.63,27.45,79,0,11.30,0
12.13,28.12,78,0,12.24,0
12.64,29.66,78,0,14.37,0
13.15,29.21,76,0,16.77,0
13.66,32.35,78,0,19.38,0
14.16,32.02,76,0,22.59,0
14.67,35.26,78,0,24.12,0
15.18,34.44,73,0,26.60,0
15.68,37.01,76,2,28.04,0
16.19,39.76,77,0,30.92,0
16.70,39.94,76,0,32.59,0
17.20,43.71,77,0,34.79,0
17.71,43.28,74,0,35.93,0
18.22,46.16,76,1,36.38,0
18.73,46.92,77,1,38.14,0
19.23,49.72,77,0,39.71,0
19.74,51.26,76,0,41.25,0
20.25,53.25,74,0,42.61,0
20.76,54.18,74,0,43.13,0
21.27,58.75,79,0,44.12,0
21.77,54.83,73,0,43.94,0
22.28,56.29,72,3,44.80,0
22.79,63.97,79,0,46.63,0
23.29,60.07,73,0,46.55,0
23.80,64.01,76,0,48.33,0
24.30,67.64,77,0,49.15,0
24.81,69.87,79,0,50.56,0
25.32,67.26,75,0,50.96,0
25.82,68.33,74,0,51.54,0
26.33,71.66,75,0,52.21,0
26.84,71.44,72,1,52.24,0
27.35,74.56,76,1,52.48,0
27.85,72.34,74,0,53.85,0
28.36,77.24,76,1,54.47,0
28.87,80.49,78,0,55.00,0
29.37,77.69,77,0,55.79,0
29.88,77.30,73,0,56.04,0
30.39,78.68,73,3,55.92,0
30.90,86.14,78,0,56.81,0
31.41,81.37,74,0,57.09,0
31.91,83.29,72,0,57.57,0
32.42,82.94,73,0,57.60,0
32.93,91.39,78,0,58.75,0
33.44,86.34,74,0,58.92,0
33.94,92.47,76,2,59.54,0
34.45,91.98,76,0,59.73,0
34.95,91.64,77,0,60.23,0
35.46,88.25,72,0,60.07,0
35.97,90.61,74,0,59.96,0
36.48,85.54,72,0,60.32,0
36.98,89.58,74,0,60.53,0
37.49,83.41,69,0,60.93,0
38.00,93.32,75,1,61.53,0
38.50,88.00,71,0,61.76,0
39.01,89.01,74,0,61.78,0
39.53,93.65,75,0,62.39,0
40.04,88.56,71,0,62.49,0
40.54,90.62,72,0,62.70,0
41.05,94.44,73,0,62.90,0
41.56,95.04,74,1,63.43,0
42.06,92.98,73,0,63.63,0
42.58,91.54,72,0,63.70,0
43.08,95.20,72,0,63.84,0
43.59,97.13,74,1,63.19,0
44.10,99.36,75,1,62.99,0
44.61,93.78,73,0,62.51,1
45.12,94.11,73,1,62.57,1
45.62,97.01,74,0,62.78,1
46.13,92.42,71,0,62.90,1
46.64,93.46,72,0,62.82,1
47.15,85.25,66,0,62.81,1
47.65,86.79,67,2,62.59,1
48.16,91.79,70,0,62.42,1
48.67,92.89,70,1,62.42,1
49.17,97.38,71,1,62.33,1
49.68,97.16,71,0,62.13,1
50.19,98.35,71,0,61.94,1
50.70,96.91,70,0,61.74,1
51.20,94.27,68,0,61.84,1
51.71,93.54,67,0,61.92,1
52.22,98.88,70,0,61.81,1
52.72,92.61,67,2,61.38,1
53.23,95.52,69,1,61.21,2
53.74,96.34,69,0,61.27,2
54.25,90.13,68,0,60.96,2
54.76,85.91,65,0,61.06,2
55.26,88.50,67,0,61.02,2
55.77,91.47,68,2,61.11,2
56.28,90.41,67,3,60.70,2
56.79,90.79,67,3,60.35,2
57.29,93.90,68,2,59.99,2
57.80,95.02,68,2,59.99,2
58.31,94.26,68,1,59.64,2
58.81,95.37,68,2,59.64,2
59.32,97.17,69,1,59.61,2
59.83,98.12,69,0,59.66,2
60.33,94.20,67,0,59.66,2
60.84,99.16,69,1,59.43,2
61.35,97.21,67,1,58.33,2
61.85,99.30,68,0,58.20,2
62.36,98.35,67,1,57.43,2
62.87,94.53,66,1,57.30,2
63.37,90.56,64,0,57.30,3
63.88,85.85,61,0,57.30,3
64.41,82.12,58,0,57.30,3
64.92,79.03,57,0,57.30,3
65.43,79.12,57,0,57.30,3
65.94,80.23,58,0,57.07,3
66.44,77.12,56,11,56.85,3
66.95,83.17,60,7,56.94,3
67.46,85.72,62,4,56.95,3
67.96,89.49,66,0,56.59,3
68.47,90.60,66,0,56.59,3
68.98,92.83,67,3,56.29,3
69.48,97.31,69,0,56.63,3
69.99,94.52,67,0,56.77,3
70.50,93.92,66,0,56.94,3
71.00,95.61,66,0,57.01,3
71.51,96.51,67,0,57.23,3
72.02,92.45,64,0,57.23,3
72.53,92.54,64,0,57.23,3
73.04,87.14,61,0,57.30,3
73.55,91.38,63,0,57.55,3
74.06,86.78,60,0,57.55,3
74.57,89.44,61,0,57.64,3
75.11,93.49,64,0,57.79,3
75.62,93.59,64,0,57.79,3
76.13,87.38,60,0,57.94,3
76.64,88.04,61,0,58.08,3
77.14,92.94,62,0,58.37,3
77.65,90.92,61,0,58.37,3
78.16,93.67,63,0,58.34,3
78.71,87.66,60,0,58.43,3
79.22,91.92,62,0,59.06,3
79.73,94.13,62,0,59.24,3
80.24,90.71,60,0,59.24,3
80.74,92.23,60,0,59.47,3
81.25,90.79,61,0,59.64,3
81.76,91.96,61,0,59.80,3
82.27,92.26,60,0,59.68,3
82.77,97.48,62,0,60.03,3
83.31,92.86,60,0,60.03,3
83.82,95.24,60,0,60.19,3
84.33,95.93,60,0,60.22,3
84.84,94.12,60,0,60.14,3
85.34,94.29,60,0,60.29,3
85.85,95.83,61,0,60.20,3
86.36,93.42,60,0,60.20,3
86.87,96.03,60,0,60.32,3
87.37,92.35,59,0,60.32,3
87.92,94.93,60,0,60.66,3
88.42,95.03,60,0,60.82,3
88.93,92.39,58,0,60.82,3
89.44,95.06,59,0,61.11,3
89.95,97.49,59,0,61.20,3
90.45,91.24,58,1,60.38,3
90.96,91.93,58,0,60.22,3
91.47,90.65,58,0,60.36,3
92.02,80.46,53,0,60.36,3
92.52,81.81,54,0,60.53,3
93.03,82.93,55,1,60.36,3
93.54,85.16,56,4,60.19,3
94.04,87.39,58,5,59.97,3
94.55,87.80,59,4,59.78,3
95.06,97.98,63,0,60.11,3
95.57,96.27,61,0,60.11,3
96.07,96.87,61,0,59.95,3
96.58,94.97,60,0,59.95,3
97.09,96.81,60,2,60.18,3
97.59,97.91,61,0,60.01,4
98.10,98.89,61,0,59.82,4
98.61,98.18,60,0,59.82,4
99.12,95.08,59,0,59.90,4
99.63,94.23,58,0,59.90,4
100.14,92.46,57,0,60.14,4
100.64,94.22,58,0,60.11,4
101.15,97.51,59,0,60.16,4
101.66,96.73,59,1,60.03,4
102.17,97.46,59,0,60.01,4
102.67,93.56,57,0,60.01,4
103.21,89.31,54,0,60.01,4
103.72,86.16,52,0,60.01,4
104.23,77.64,48,0,60.01,4
104.73,76.73,47,0,60.01,4
105.24,82.91,50,9,60.13,4
105.75,82.44,50,8,59.98,4
106.26,85.91,53,5,59.97,4
106.77,88.00,54,3,59.94,4
107.27,90.22,55,2,59.75,4
107.78,92.45,56,1,59.59,4
108.28,94.70,57,3,59.62,4
108.79,98.84,60,0,59.46,4
109.32,97.15,58,0,59.46,4
109.82,89.61,53,0,59.46,4
110.33,85.04,50,0,59.46,4
110.84,85.08,50,0,59.46,4
111.34,89.78,54,1,59.51,4
111.85,95.99,57,0,59.78,4
112.35,92.28,55,0,59.78,4
112.91,92.37,55,0,59.78,4
113.42,91.19,54,0,59.78,4
113.93,91.25,53,0,59.89,4
114.43,94.42,55,0,60.05,4
114.94,91.67,53,0,60.05,4
115.45,92.49,54,0,59.93,4
115.95,95.08,57,0,59.72,4
116.46,94.90,57,0,59.80,4
116.97,96.57,57,0,59.98,4
117.47,97.29,57,0,59.83,4
117.98,91.30,54,0,59.83,4
118.51,87.55,51,0,59.95,4
119.02,86.31,50,0,59.95,4
119.53,83.13,48,0,59.95,4
120.03,82.10,47,0,59.95,4
120.54,85.36,49,3,59.82,4
121.05,87.02,51,1,59.77,4
121.55,96.30,56,0,60.06,4
122.06,92.14,53,0,60.06,4
122.57,90.08,53,0,60.18,4
123.07,89.77,53,0,60.20,4
123.58,92.00,54,2,60.02,4
124.09,94.22,55,3,59.82,4
124.60,96.46,57,1,59.64,4
125.10,97.57,58,0,59.50,4
125.61,94.35,55,0,59.50,4
126.12,91.05,52,0,59.59,4
126.63,87.07,50,0,59.59,4
127.13,87.14,50,0,59.59,4
127.64,84.96,49,0,59.68,4
128.22,83.24,48,0,59.68,4
128.72,86.44,50,0,60.02,4
129.23,87.56,51,1,59.82,4
129.74,89.15,52,2,59.75,4
130.24,89.59,52,3,59.63,4
130.75,91.45,53,3,59.55,4
