policy_thunder_greedy,time,active_thunder_greedy,ready_thunder_greedy,tool_thunder_greedy,warm_caches_thunder_greedy,physical_kv_blocks_thunder_greedy,reserved_kv_blocks_thunder_greedy,capacity_blocks_thunder_greedy,n_admit_thunder_greedy,n_keep_thunder_greedy,n_evict_thunder_greedy,admit_ids_thunder_greedy,warm_admit_ids_thunder_greedy,cold_admit_ids_thunder_greedy,keep_ids_thunder_greedy,evict_ids_thunder_greedy,decision_ms_thunder_greedy,policy_hazard_grade_knapsack,active_hazard_grade_knapsack,ready_hazard_grade_knapsack,tool_hazard_grade_knapsack,warm_caches_hazard_grade_knapsack,physical_kv_blocks_hazard_grade_knapsack,reserved_kv_blocks_hazard_grade_knapsack,capacity_blocks_hazard_grade_knapsack,n_admit_hazard_grade_knapsack,n_keep_hazard_grade_knapsack,n_evict_hazard_grade_knapsack,admit_ids_hazard_grade_knapsack,warm_admit_ids_hazard_grade_knapsack,cold_admit_ids_hazard_grade_knapsack,keep_ids_hazard_grade_knapsack,evict_ids_hazard_grade_knapsack,decision_ms_hazard_grade_knapsack
thunder_greedy,2495.0,19,50,0,0,13516,29987,30000,0,0,0,,,,,,0.01575000351294875,hazard_grade_knapsack,16,48,0,1,14605,28443,30000,1,0,0,2,2,,,,0.04937499761581421
thunder_greedy,2510.0,19,50,0,0,14714,29987,30000,0,0,0,,,,,,0.015124998753890395,hazard_grade_knapsack,16,47,1,1,15799,28888,30000,1,0,1,68,,68,,16,0.04179199459031224
thunder_greedy,2515.0,18,50,1,1,15112,29769,30000,1,0,1,79,,79,,46,0.015875004464760423,hazard_grade_knapsack,17,47,0,0,14607,29005,30000,0,0,0,,,,,,0.035375007428228855
thunder_greedy,2535.0,19,50,0,0,15321,29963,30000,0,0,0,,,,,,0.018375023500993848,hazard_grade_knapsack,15,48,1,2,16195,28680,30000,2,0,1,65;60,65,60,,1,0.04183300188742578
thunder_greedy,2570.0,18,50,1,1,18203,29755,30000,0,1,0,,,,51,,0.017959013348445296,hazard_grade_knapsack,17,47,0,0,17394,29184,30000,0,0,0,,,,,,0.04562499816529453
thunder_greedy,2575.0,17,51,1,2,18614,29525,30000,1,1,1,48,,48,51,8,0.017040991224348545,hazard_grade_knapsack,17,47,0,0,17801,29184,30000,0,0,0,,,,,,0.03991700941696763
thunder_greedy,2580.0,18,51,0,1,17648,29790,30000,0,1,0,,,,51,,0.016290985513478518,hazard_grade_knapsack,16,47,1,1,18208,29077,30000,1,0,1,40,,40,,69,0.04441698547452688
thunder_greedy,2585.0,18,51,0,1,18055,29790,30000,0,1,0,,,,51,,0.015875004464760423,hazard_grade_knapsack,17,46,1,0,17058,29203,30000,0,0,0,,,,,,0.037582998629659414
thunder_greedy,2590.0,18,51,0,1,18468,29790,30000,0,1,0,,,,51,,0.01575000351294875,hazard_grade_knapsack,17,46,1,0,17462,29203,30000,0,0,0,,,,,,0.0347500026691705
thunder_greedy,2595.0,17,52,0,2,18880,29540,30000,1,1,1,56,,56,51,2,0.016583013348281384,hazard_grade_knapsack,17,47,0,0,17868,29203,30000,0,0,0,,,,,,0.036707991966977715
thunder_greedy,2600.0,17,51,1,2,17926,29656,30000,1,1,1,9,,9,11,51,0.016416975995525718,hazard_grade_knapsack,17,47,0,0,18277,29203,30000,0,0,0,,,,,,0.03441699664108455
thunder_greedy,2605.0,18,51,0,1,16940,29913,30000,0,1,0,,,,11,,0.016125006368383765,hazard_grade_knapsack,15,47,2,2,18677,28908,30000,2,0,2,19;39,,19;39,,7;28,0.04520799848251045
thunder_greedy,2610.0,18,51,0,1,17351,29923,30000,0,1,0,,,,11,,0.01841600169427693,hazard_grade_knapsack,16,46,2,1,16084,29045,30000,1,0,0,4,4,,,,0.03774999640882015
thunder_greedy,2615.0,18,51,0,1,17759,29932,30000,0,1,0,,,,11,,0.01704200985841453,hazard_grade_knapsack,16,46,2,1,16474,29171,30000,1,0,0,2,2,,,,0.0356250093318522
thunder_greedy,2620.0,18,51,0,1,18172,29941,30000,0,1,0,,,,11,,0.01620801049284637,hazard_grade_knapsack,17,45,2,0,16869,29636,30000,0,0,0,,,,,,0.03649998689070344
thunder_greedy,2625.0,18,51,0,1,18586,29951,30000,0,1,0,,,,11,,0.01591700129210949,hazard_grade_knapsack,17,45,2,0,17273,29636,30000,0,0,0,,,,,,0.03404199378564954
thunder_greedy,2630.0,18,51,0,1,19002,29959,30000,0,1,0,,,,11,,0.01591700129210949,hazard_grade_knapsack,16,46,1,0,15937,27774,30000,1,0,0,3,,3,,,0.0329169852193445
thunder_greedy,2635.0,18,51,0,1,19420,29968,30000,0,1,0,,,,11,,0.016375008272007108,hazard_grade_knapsack,16,46,1,1,16336,29261,30000,1,0,0,4,4,,,,0.0347500026691705
thunder_greedy,2640.0,17,52,0,2,19834,29731,30000,1,0,1,20,20,,,11,0.017125013982877135,hazard_grade_knapsack,17,45,1,0,16735,29870,30000,0,0,0,,,,,,0.03395901876501739
thunder_greedy,2645.0,18,51,0,0,18813,28607,30000,0,0,0,,,,,,0.014999997802078724,hazard_grade_knapsack,16,45,2,1,17129,29642,30000,1,0,1,66,,66,,42,0.040292012272402644
thunder_greedy,2655.0,18,51,0,0,19650,28622,30000,0,0,0,,,,,,0.01591601176187396,hazard_grade_knapsack,16,44,3,1,16434,29749,30000,1,0,1,35,,35,,56,0.04287500632926822
thunder_greedy,2660.0,16,52,0,1,18377,26690,30000,2,0,0,19;49,19,49,,,0.016709003830328584,hazard_grade_knapsack,17,44,2,0,15347,29928,30000,0,0,0,,,,,,0.0373339862562716
thunder_greedy,2670.0,17,50,1,1,19214,28656,30000,1,0,1,25,,25,,55,0.016375008272007108,hazard_grade_knapsack,17,45,1,0,16139,29928,30000,0,0,0,,,,,,0.034666009014472365
thunder_greedy,2680.0,17,50,1,1,18574,28664,30000,1,0,1,0,,0,,37,0.01562500256113708,hazard_grade_knapsack,17,46,0,0,16938,29928,30000,0,0,0,,,,,,0.03412499791011214
thunder_greedy,2685.0,16,50,2,2,17727,28716,30000,2,0,2,35;69,,35;69,,1;29,0.016417005099356174,hazard_grade_knapsack,16,47,0,1,17336,29693,30000,1,0,1,30,,30,,18,0.035582983400672674
thunder_greedy,2695.0,17,48,3,1,15632,28944,30000,1,0,1,6,,6,,20,0.0160830095410347,hazard_grade_knapsack,17,46,0,0,16702,29982,30000,0,0,0,,,,,,0.034541008062660694
thunder_greedy,2710.0,18,49,1,0,15531,29305,30000,0,0,0,,,,,,0.016667007002979517,hazard_grade_knapsack,16,46,0,0,15992,27831,30000,1,0,0,49,,49,,,0.03212501178495586
thunder_greedy,2715.0,18,49,1,0,15931,29305,30000,0,0,0,,,,,,0.01724998583085835,hazard_grade_knapsack,16,45,1,1,16390,29393,30000,1,0,1,41,,41,,78,0.04137502401135862
thunder_greedy,2725.0,17,50,1,1,16737,29114,30000,1,0,1,20,,20,,19,0.016583013348281384,hazard_grade_knapsack,16,45,1,1,15710,29634,30000,1,0,1,78,,78,,38,0.040875020204111934
thunder_greedy,2735.0,18,50,0,0,16091,29298,30000,0,0,0,,,,,,0.015792000340297818,hazard_grade_knapsack,16,46,0,1,14842,29663,30000,1,0,1,46,,46,,2,0.03470899537205696
thunder_greedy,2745.0,17,50,1,1,16891,29093,30000,1,0,1,18,,18,,7,0.015958008589223027,hazard_grade_knapsack,17,45,0,0,13440,29255,30000,0,0,0,,,,,,0.03404199378564954
thunder_greedy,2750.0,18,49,1,0,15856,29321,30000,0,0,0,,,,,,0.016708014300093055,hazard_grade_knapsack,16,45,1,1,13826,28995,30000,1,0,1,29,,29,,45,0.03954200656153262
thunder_greedy,2755.0,18,49,1,0,16257,29327,30000,0,0,0,,,,,,0.015500001609325409,hazard_grade_knapsack,16,44,2,1,12742,29217,30000,1,0,1,18,,18,,73,0.04079198697581887
thunder_greedy,2760.0,18,49,1,0,16657,29334,30000,0,0,0,,,,,,0.014749995898455381,hazard_grade_knapsack,16,46,0,1,11566,29368,30000,1,0,0,0,0,,,,0.031082978239282966
thunder_greedy,2765.0,17,50,1,1,17061,29337,30000,1,0,1,63,,63,,76,0.015875004464760423,hazard_grade_knapsack,17,45,0,0,11942,29768,30000,0,0,0,,,,,,0.035375007428228855
thunder_greedy,2775.0,17,51,0,1,16258,29260,30000,1,0,1,73,,73,,22,0.016458012396469712,hazard_grade_knapsack,17,45,0,0,12697,29768,30000,0,0,0,,,,,,0.033541000448167324
thunder_greedy,2780.0,17,50,1,1,15254,29438,30000,1,0,1,78,,78,,28,0.01595797948539257,hazard_grade_knapsack,17,45,0,0,13083,29768,30000,0,0,0,,,,,,0.03470800584182143
thunder_greedy,2805.0,17,49,2,1,15707,29560,30000,1,0,1,47,,47,,53,0.016167003195732832,hazard_grade_knapsack,17,45,0,0,15024,29768,30000,0,0,0,,,,,,0.03429199568927288
thunder_greedy,2835.0,17,49,2,1,16484,29596,30000,1,0,1,12,,12,,15,0.016125006368383765,hazard_grade_knapsack,17,45,0,0,17414,29768,30000,0,0,0,,,,,,0.03295802162028849
thunder_greedy,2845.0,17,50,1,1,15775,29670,30000,1,0,1,16,,16,,79,0.016041973140090704,hazard_grade_knapsack,17,45,0,0,18223,29768,30000,0,0,0,,,,,,0.034666998544707894
thunder_greedy,2855.0,17,49,1,0,13496,28219,30000,1,0,0,40,,40,,,0.01491600414738059,hazard_grade_knapsack,17,45,0,0,19037,29768,30000,0,0,0,,,,,,0.033666001399978995
thunder_greedy,2860.0,17,49,1,1,13889,29727,30000,1,0,1,37,,37,,48,0.023625005269423127,hazard_grade_knapsack,16,45,1,1,19441,29590,30000,1,0,1,17,,17,,60,0.04745801561512053
thunder_greedy,2865.0,18,48,1,0,12802,29943,30000,0,0,0,,,,,,0.01620801049284637,hazard_grade_knapsack,16,45,1,1,18281,29707,30000,1,0,1,42,,42,,68,0.03441699664108455
thunder_greedy,2870.0,17,49,1,1,13183,29741,30000,1,0,1,65,,65,,9,0.01562500256113708,hazard_grade_knapsack,17,44,1,0,17078,29905,30000,0,0,0,,,,,,0.034208991564810276
thunder_greedy,2880.0,17,49,1,1,13091,29822,30000,0,1,0,,,,56,,0.016292004147544503,hazard_grade_knapsack,17,44,1,0,17882,29905,30000,0,0,0,,,,,,0.033249991247430444
thunder_greedy,2885.0,17,49,1,1,14814,29822,30000,0,1,0,,,,56,,0.01562500256113708,hazard_grade_knapsack,17,44,1,0,18285,29913,30000,0,0,0,,,,,,0.03399999695830047
thunder_greedy,2890.0,17,49,1,1,15198,29822,30000,0,1,0,,,,56,,0.015375000657513738,hazard_grade_knapsack,17,45,0,0,18692,29921,30000,0,0,0,,,,,,0.0391670037060976
thunder_greedy,2895.0,17,50,0,1,15589,29822,30000,0,1,0,,,,56,,0.01575000351294875,hazard_grade_knapsack,17,45,0,0,19099,29930,30000,0,0,0,,,,,,0.0390410132240504
thunder_greedy,2900.0,17,50,0,1,15980,29822,30000,0,1,0,,,,56,,0.016165984561666846,hazard_grade_knapsack,16,45,1,1,19501,29934,30000,1,0,1,11,,11,,72,0.04587500006891787
thunder_greedy,2905.0,17,50,0,1,16375,29822,30000,0,1,0,,,,56,,0.015708006685599685,hazard_grade_knapsack,16,45,1,1,18174,29792,30000,0,1,0,,,,19,,0.036874989746138453
thunder_greedy,2910.0,17,50,0,1,16772,29822,30000,0,1,0,,,,56,,0.01575000351294875,hazard_grade_knapsack,16,46,0,1,18572,29792,30000,0,1,0,,,,19,,0.04054198507219553
thunder_greedy,2915.0,17,50,0,1,17174,29822,30000,0,1,0,,,,56,,0.015500001609325409,hazard_grade_knapsack,16,46,0,1,18970,29792,30000,0,1,0,,,,19,,0.06712498725391924
thunder_greedy,2920.0,17,50,0,1,17573,29822,30000,0,1,0,,,,56,,0.019458006136119366,hazard_grade_knapsack,16,46,0,1,19367,29792,30000,0,1,0,,,,19,,0.03804100560955703
thunder_greedy,2925.0,16,51,0,2,17975,29607,30000,1,1,1,22,,22,56,25,0.016749982023611665,hazard_grade_knapsack,16,46,0,1,19766,29792,30000,0,1,0,,,,19,,0.036209006793797016
thunder_greedy,2930.0,17,50,0,1,16933,29861,30000,0,1,0,,,,56,,0.015958008589223027,hazard_grade_knapsack,16,46,0,1,20171,29792,30000,0,1,0,,,,19,,0.03679099609144032
thunder_greedy,2935.0,17,50,0,1,17338,29861,30000,0,1,0,,,,56,,0.015958008589223027,hazard_grade_knapsack,15,46,0,1,19134,28132,30000,1,0,0,19,19,,,,0.032499985536560416
thunder_greedy,2940.0,17,50,0,1,17742,29861,30000,0,1,0,,,,56,,0.01575000351294875,hazard_grade_knapsack,16,45,0,0,19540,28475,30000,0,0,0,,,,,,0.033666001399978995
thunder_greedy,2945.0,15,50,1,2,16700,28052,30000,2,1,1,72;68,,72;68,49,56,0.019708008039742708,hazard_grade_knapsack,16,45,0,0,19952,28484,30000,0,0,0,,,,,,0.03399999695830047
thunder_greedy,2950.0,17,48,1,1,15615,29974,30000,0,1,0,,,,49,,0.015416997484862804,hazard_grade_knapsack,15,46,0,1,20349,28351,30000,1,0,0,39,39,,,,0.03954101703129709
thunder_greedy,2955.0,17,49,0,1,16011,29974,30000,0,1,0,,,,49,,0.01612497726455331,hazard_grade_knapsack,15,45,1,1,20754,28901,30000,1,0,1,62,,62,,0,0.060583988670259714
thunder_greedy,2960.0,17,49,0,1,16414,29974,30000,0,1,0,,,,49,,0.016000005416572094,hazard_grade_knapsack,16,45,0,0,19130,28624,30000,0,0,0,,,,,,0.03491598181426525
thunder_greedy,2965.0,17,49,0,1,16810,29974,30000,0,1,0,,,,49,,0.015291996533051133,hazard_grade_knapsack,16,45,0,0,19537,28624,30000,0,0,0,,,,,,0.034208991564810276
thunder_greedy,2970.0,17,49,0,1,17214,29974,30000,0,1,0,,,,49,,0.016708014300093055,hazard_grade_knapsack,16,45,0,0,19947,28624,30000,0,0,0,,,,,,0.04441701457835734
thunder_greedy,2975.0,17,49,0,1,17618,29974,30000,0,1,0,,,,49,,0.017166021279990673,hazard_grade_knapsack,16,45,0,0,20361,28624,30000,0,0,0,,,,,,0.03341599949635565
thunder_greedy,2980.0,17,49,0,1,18018,29974,30000,0,1,0,,,,49,,0.015792000340297818,hazard_grade_knapsack,16,45,0,0,20763,28624,30000,0,0,0,,,,,,0.033374992199242115
thunder_greedy,2985.0,17,49,0,1,18426,29974,30000,0,1,0,,,,49,,0.015457975678145885,hazard_grade_knapsack,16,45,0,0,21171,28624,30000,0,0,0,,,,,,0.03358299727551639
thunder_greedy,2990.0,16,50,0,2,18832,29815,30000,1,0,2,4,,4,,6;49,0.0160830095410347,hazard_grade_knapsack,14,45,2,2,21558,28493,30000,2,0,2,64;37,,64;37,,3;40,0.06229197606444359
thunder_greedy,2995.0,17,49,0,0,16231,28521,30000,0,0,0,,,,,,0.01691601937636733,hazard_grade_knapsack,14,43,3,1,17070,26598,30000,2,0,1,51;8,,51;8,,78,0.05416700150817633
thunder_greedy,3000.0,16,50,0,1,16631,28333,30000,1,0,1,10,,10,,20,0.01575000351294875,hazard_grade_knapsack,16,41,3,0,15911,28574,30000,0,0,0,,,,,,0.034374999813735485
thunder_greedy,3005.0,15,50,1,2,15573,28260,30000,2,0,2,42;30,,42;30,,18;69,0.01783398329280317,hazard_grade_knapsack,16,42,2,0,16286,28574,30000,0,0,0,,,,,,0.033249991247430444
thunder_greedy,3025.0,16,49,1,1,14144,28663,30000,1,0,1,38,,38,,0,0.016375008272007108,hazard_grade_knapsack,14,44,2,2,17796,28279,30000,2,0,2,78;22,,78;22,,41;66,0.04612500197254121
thunder_greedy,3030.0,17,49,0,0,12919,28774,30000,0,0,0,,,,,,0.015875004464760423,hazard_grade_knapsack,15,43,2,1,14925,28358,30000,1,0,0,46,46,,,,0.03383398870937526
thunder_greedy,3035.0,16,49,1,1,13310,28523,30000,1,0,1,9,,9,,78,0.015875004464760423,hazard_grade_knapsack,16,43,1,0,15312,28736,30000,0,0,0,,,,,,0.038833997678011656
thunder_greedy,3050.0,16,50,0,1,13036,28642,30000,1,0,1,78,,78,,63,0.016583013348281384,hazard_grade_knapsack,15,44,0,0,14855,26921,30000,1,0,0,7,,7,,,0.03391600330360234
thunder_greedy,3055.0,17,49,0,0,11933,28862,30000,0,0,0,,,,,,0.01666598836891353,hazard_grade_knapsack,15,43,1,1,15239,28537,30000,1,0,1,56,,56,,39,0.03904200275428593
thunder_greedy,3070.0,17,49,0,0,13090,28862,30000,0,0,0,,,,,,0.014917022781446576,hazard_grade_knapsack,15,43,1,1,14422,28254,30000,1,0,1,10,,10,,49,0.04816701402887702
thunder_greedy,3090.0,16,50,0,1,14644,28737,30000,1,0,1,39,,39,,73,0.015915982658043504,hazard_grade_knapsack,15,43,0,0,12512,26475,30000,2,0,0,44;59,,44;59,,,0.03291701432317495
thunder_greedy,3100.0,17,49,0,0,13882,28917,30000,0,0,0,,,,,,0.015500001609325409,hazard_grade_knapsack,16,41,1,1,13274,29951,30000,0,1,0,,,,30,,0.03983298665843904
thunder_greedy,3105.0,17,49,0,0,14274,28917,30000,0,0,0,,,,,,0.016875012079253793,hazard_grade_knapsack,16,41,1,1,13653,29951,30000,0,1,0,,,,30,,0.041457999031990767
thunder_greedy,3110.0,17,49,0,0,14668,28917,30000,0,0,0,,,,,,0.014917022781446576,hazard_grade_knapsack,16,41,1,1,14034,29951,30000,0,1,0,,,,30,,0.045625027269124985
thunder_greedy,3115.0,17,49,0,0,15063,28917,30000,0,0,0,,,,,,0.014874996850267053,hazard_grade_knapsack,16,41,1,1,14414,29951,30000,0,1,0,,,,30,,0.04083299427293241
thunder_greedy,3120.0,17,49,0,0,15464,28917,30000,0,0,0,,,,,,0.01487502595409751,hazard_grade_knapsack,16,41,1,1,14795,29951,30000,0,1,0,,,,30,,0.042166997445747256
thunder_greedy,3125.0,16,50,0,1,15854,28793,30000,1,0,1,45,,45,,47,0.015666999388486147,hazard_grade_knapsack,16,41,1,1,15183,29951,30000,0,1,0,,,,30,,0.03862500307150185
thunder_greedy,3130.0,17,49,0,0,14702,28973,30000,0,0,0,,,,,,0.016958016203716397,hazard_grade_knapsack,15,41,2,2,15564,29755,30000,1,1,1,73,,73,42,30,0.09416701504960656
thunder_greedy,3135.0,17,49,0,0,15096,28973,30000,0,0,0,,,,,,0.014999997802078724,hazard_grade_knapsack,15,41,2,2,14223,29612,30000,1,1,0,42,42,,11,,0.04208300379104912
thunder_greedy,3140.0,16,50,0,1,15489,28780,30000,1,0,1,3,,3,,16,0.017041020328179002,hazard_grade_knapsack,15,41,2,2,14602,29820,30000,1,0,1,17,17,,,11,0.03920801100321114
thunder_greedy,3165.0,16,49,1,1,15992,28837,30000,1,0,1,1,,1,,65,0.01504199462942779,hazard_grade_knapsack,16,40,2,0,14985,28829,30000,0,0,0,,,,,,0.03245897823944688
thunder_greedy,3185.0,17,49,0,0,16073,29060,30000,0,0,0,,,,,,0.016000005416572094,hazard_grade_knapsack,15,41,2,1,16546,28867,30000,1,0,0,18,18,,,,0.035457982448861
thunder_greedy,3220.0,16,50,0,1,18900,28838,30000,1,0,1,64,,64,,22,0.01562500256113708,hazard_grade_knapsack,15,42,1,1,19337,28998,30000,1,0,1,11,,11,,62,0.047375011490657926
thunder_greedy,3225.0,16,49,0,0,16160,27419,30000,1,0,0,20,,20,,,0.015500001609325409,hazard_grade_knapsack,16,41,1,0,18208,29307,30000,0,0,0,,,,,,0.03374999505467713
thunder_greedy,3240.0,17,48,0,0,17369,29153,30000,0,0,0,,,,,,0.014749995898455381,hazard_grade_knapsack,15,43,0,1,19409,29105,30000,1,0,0,18,18,,,,0.034083001082763076
thunder_greedy,3245.0,16,48,1,1,17769,29137,30000,1,0,1,60,,60,,40,0.015458004781976342,hazard_grade_knapsack,16,42,0,0,19817,29475,30000,0,0,0,,,,,,0.03158298204652965
thunder_greedy,3250.0,17,47,1,0,16505,29210,30000,0,0,0,,,,,,0.014999997802078724,hazard_grade_knapsack,15,42,1,1,20224,29232,30000,1,0,1,36,,36,,64,0.036582991015166044
thunder_greedy,3265.0,16,48,1,1,17711,29219,30000,1,0,1,51,,51,,37,0.01562500256113708,hazard_grade_knapsack,16,41,1,0,19938,29578,30000,0,0,0,,,,,,0.032750016544014215
thunder_greedy,3275.0,16,49,0,1,16810,29020,30000,1,0,1,18,,18,,4,0.015583995264023542,hazard_grade_knapsack,16,41,1,0,20746,29578,30000,0,0,0,,,,,,0.0348330067936331
thunder_greedy,3290.0,17,48,0,0,16541,29294,30000,0,0,0,,,,,,0.014334014849737287,hazard_grade_knapsack,15,41,2,1,21961,29374,30000,1,0,1,62,,62,,8,0.048542016884312034
thunder_greedy,3300.0,16,48,1,1,17339,29066,30000,1,0,1,13,,13,,42,0.015500001609325409,hazard_grade_knapsack,15,42,1,1,21186,29660,30000,1,0,0,42,42,,,,0.03358299727551639
thunder_greedy,3305.0,17,47,1,0,16247,29332,30000,0,0,0,,,,,,0.016833015251904726,hazard_grade_knapsack,15,42,1,1,21585,29736,30000,0,1,0,,,,22,,0.03575001028366387
thunder_greedy,3310.0,15,48,2,2,16635,29033,30000,2,0,2,22;62,,22;62,,10;68,0.015582976629957557,hazard_grade_knapsack,15,42,1,1,21981,29736,30000,0,1,0,,,,22,,0.03575001028366387
thunder_greedy,3315.0,17,47,1,0,13909,29426,30000,0,0,0,,,,,,0.01504199462942779,hazard_grade_knapsack,14,42,2,2,22366,29475,30000,1,1,0,22,22,,56,,0.04212500061839819
thunder_greedy,3320.0,17,47,1,0,14298,29426,30000,0,0,0,,,,,,0.014749995898455381,hazard_grade_knapsack,12,42,4,4,22749,29193,30000,4,0,3,56;16;27;55,56,16;27;55,,7;18;51,0.04779198206961155
thunder_greedy,3325.0,16,47,2,1,14689,29184,30000,1,0,1,66,,66,,78,0.024291977752000093,hazard_grade_knapsack,14,43,1,2,17824,29622,30000,2,0,1,78;8,78,8,,17,0.03745799767784774
thunder_greedy,3355.0,17,48,0,0,15573,29480,30000,0,0,0,,,,,,0.016167003195732832,hazard_grade_knapsack,15,42,0,0,15949,27471,30000,1,0,0,75,,75,,,0.03041699528694153
thunder_greedy,3370.0,16,48,1,1,16764,29353,30000,1,0,1,48,,48,,9,0.018874998204410076,hazard_grade_knapsack,16,41,0,0,17089,29289,30000,0,0,0,,,,,,0.031083007343113422
thunder_greedy,3375.0,17,48,0,0,15580,29544,30000,0,0,0,,,,,,0.013999990187585354,hazard_grade_knapsack,15,41,1,1,17460,29104,30000,1,0,1,20,,20,,59,0.038708007195964456
thunder_greedy,3380.0,16,48,1,1,15973,29546,30000,1,0,1,46,,46,,72,0.017000013031065464,hazard_grade_knapsack,15,41,1,1,16329,29287,30000,1,0,1,60,,60,,44,0.04445799277164042
thunder_greedy,3385.0,17,47,1,0,14633,29584,30000,0,0,0,,,,,,0.014541001291945577,hazard_grade_knapsack,15,40,2,1,15120,29441,30000,1,0,1,54,,54,,56,0.03837500116787851
thunder_greedy,3390.0,16,48,1,1,15021,29324,30000,1,0,1,17,,17,,45,0.014958000974729657,hazard_grade_knapsack,16,40,1,0,13792,29689,30000,0,0,0,,,,,,0.0357080134563148
thunder_greedy,3400.0,16,48,1,1,14324,29550,30000,1,0,1,8,,8,,38,0.014915975043550134,hazard_grade_knapsack,15,41,1,1,14540,29557,30000,1,0,0,22,22,,,,0.08095797966234386
thunder_greedy,3405.0,17,47,1,0,13066,29686,30000,0,0,0,,,,,,0.01462499494664371,hazard_grade_knapsack,15,41,1,1,14916,29934,30000,0,1,0,,,,37,,0.035959004890173674
thunder_greedy,3410.0,17,48,0,0,13452,29686,30000,0,0,0,,,,,,0.015041005099192262,hazard_grade_knapsack,14,42,1,2,15283,29733,30000,1,0,1,37,37,,,73,0.03937497967854142
thunder_greedy,3420.0,15,49,1,2,14222,29544,30000,2,0,2,11;7,,11;7,,30;39,0.015958008589223027,hazard_grade_knapsack,15,41,1,0,14406,28455,30000,0,0,0,,,,,,0.07879099575802684
thunder_greedy,3425.0,17,47,1,0,11289,29798,30000,0,0,0,,,,,,0.014582998119294643,hazard_grade_knapsack,14,41,2,1,14778,28195,30000,1,0,1,41,,41,,22,0.044374988647177815
thunder_greedy,3445.0,17,47,1,0,12809,29798,30000,0,0,0,,,,,,0.014374993043020368,hazard_grade_knapsack,14,41,1,0,12762,26564,30000,1,0,0,38,,38,,,0.03208301495760679
thunder_greedy,3455.0,17,47,1,0,13578,29798,30000,0,0,0,,,,,,0.015166995581239462,hazard_grade_knapsack,14,40,2,1,13501,28433,30000,1,0,1,50,,50,,78,0.03729201853275299
thunder_greedy,3475.0,16,47,2,1,15123,29683,30000,1,0,1,63,,63,,3,0.015249999705702066,hazard_grade_knapsack,15,40,1,0,13087,28415,30000,0,0,0,,,,,,0.03250001464039087
thunder_greedy,3490.0,16,47,2,1,15100,29711,30000,1,0,1,4,,4,,1,0.014749995898455381,hazard_grade_knapsack,14,41,1,1,14212,28162,30000,1,0,1,1,,1,,36,0.04137499490752816
thunder_greedy,3500.0,16,47,2,1,14272,29661,30000,1,0,1,41,,41,,64,0.015209021512418985,hazard_grade_knapsack,14,41,0,0,11444,26467,30000,1,0,0,45,,45,,,0.032790994737297297
thunder_greedy,3525.0,16,46,3,1,14700,29761,30000,1,0,1,59,,59,,20,0.015583005733788013,hazard_grade_knapsack,15,40,0,0,13285,28407,30000,0,0,0,,,,,,0.031458010198548436
thunder_greedy,3560.0,16,48,1,1,15869,29738,30000,1,0,1,44,,44,,60,0.017000013031065464,hazard_grade_knapsack,15,40,0,0,15927,28407,30000,0,0,0,,,,,,0.033249991247430444
thunder_greedy,3600.0,16,48,1,1,17453,29814,30000,0,1,0,,,,51,,0.015583005733788013,hazard_grade_knapsack,15,40,0,0,19060,28458,30000,0,0,0,,,,,,0.0347500026691705
thunder_greedy,3605.0,15,49,0,1,16326,28061,30000,1,1,0,19,,19,51,,0.015666999388486147,hazard_grade_knapsack,15,40,0,0,19452,28466,30000,0,0,0,,,,,,0.033541000448167324
thunder_greedy,3610.0,16,48,0,1,16718,29848,30000,0,1,0,,,,51,,0.01504199462942779,hazard_grade_knapsack,15,40,0,0,19849,28474,30000,0,0,0,,,,,,0.03341698902659118
thunder_greedy,3615.0,16,48,0,1,17115,29848,30000,0,1,0,,,,51,,0.014958000974729657,hazard_grade_knapsack,15,40,0,0,20249,28482,30000,0,0,0,,,,,,0.03270799061283469
thunder_greedy,3620.0,15,48,1,2,17504,29621,30000,1,1,1,78,,78,51,62,0.0153339933604002,hazard_grade_knapsack,14,41,0,1,20639,28270,30000,1,0,0,27,27,,,,0.03470899537205696
thunder_greedy,3625.0,16,47,1,1,16361,29883,30000,0,1,0,,,,51,,0.015375000657513738,hazard_grade_knapsack,15,40,0,0,21032,28562,30000,0,0,0,,,,,,0.032249983632937074
thunder_greedy,3630.0,16,47,1,1,16755,29883,30000,0,1,0,,,,51,,0.015083001926541328,hazard_grade_knapsack,15,40,0,0,21435,28570,30000,0,0,0,,,,,,0.09470901568420231
thunder_greedy,3635.0,16,48,0,1,17149,29883,30000,0,1,0,,,,51,,0.015249999705702066,hazard_grade_knapsack,15,40,0,0,21836,28578,30000,0,0,0,,,,,,0.03745901631191373
thunder_greedy,3640.0,16,48,0,1,17543,29883,30000,0,1,0,,,,51,,0.015083001926541328,hazard_grade_knapsack,14,40,1,1,22235,28394,30000,1,0,1,64,,64,,8,0.04983300459571183
thunder_greedy,3645.0,16,48,0,1,17938,29883,30000,0,1,0,,,,51,,0.016292004147544503,hazard_grade_knapsack,15,40,0,0,20973,28630,30000,0,0,0,,,,,,0.03620801726356149
thunder_greedy,3650.0,16,48,0,1,18340,29883,30000,0,1,0,,,,51,,0.013958982890471816,hazard_grade_knapsack,15,40,0,0,21371,28638,30000,0,0,0,,,,,,0.035500008380040526
