policy_thunder_greedy,time,active_thunder_greedy,ready_thunder_greedy,tool_thunder_greedy,warm_caches_thunder_greedy,physical_kv_blocks_thunder_greedy,reserved_kv_blocks_thunder_greedy,capacity_blocks_thunder_greedy,n_admit_thunder_greedy,n_keep_thunder_greedy,n_evict_thunder_greedy,admit_ids_thunder_greedy,warm_admit_ids_thunder_greedy,cold_admit_ids_thunder_greedy,keep_ids_thunder_greedy,evict_ids_thunder_greedy,decision_ms_thunder_greedy,policy_hazard_grade_knapsack,active_hazard_grade_knapsack,ready_hazard_grade_knapsack,tool_hazard_grade_knapsack,warm_caches_hazard_grade_knapsack,physical_kv_blocks_hazard_grade_knapsack,reserved_kv_blocks_hazard_grade_knapsack,capacity_blocks_hazard_grade_knapsack,n_admit_hazard_grade_knapsack,n_keep_hazard_grade_knapsack,n_evict_hazard_grade_knapsack,admit_ids_hazard_grade_knapsack,warm_admit_ids_hazard_grade_knapsack,cold_admit_ids_hazard_grade_knapsack,keep_ids_hazard_grade_knapsack,evict_ids_hazard_grade_knapsack,decision_ms_hazard_grade_knapsack
thunder_greedy,9855.0,9,31,1,1,14918,27873,30000,1,0,1,78,,78,,15,0.011625001206994057,hazard_grade_knapsack,9,21,0,0,14488,28875,30000,0,0,0,,,,,,0.019208004232496023
thunder_greedy,9870.0,10,31,0,0,13241,28122,30000,0,0,0,,,,,,0.010459014447405934,hazard_grade_knapsack,8,21,1,1,15350,28719,30000,1,0,1,79,,79,,69,0.028417009161785245
thunder_greedy,9880.0,9,31,1,1,13858,27902,30000,1,0,1,38,,38,,25,0.010709016351029277,hazard_grade_knapsack,9,21,0,0,12881,28873,30000,0,0,0,,,,,,0.030459021218121052
thunder_greedy,9900.0,9,31,1,1,12502,28005,30000,1,0,1,73,,73,,49,0.0109999964479357,hazard_grade_knapsack,9,21,0,0,14057,28873,30000,0,0,0,,,,,,0.0195419997908175
thunder_greedy,9905.0,10,31,0,0,10171,28212,30000,0,0,0,,,,,,0.010707997716963291,hazard_grade_knapsack,8,21,1,1,14347,28726,30000,1,0,1,27,,27,,15,0.02649999805726111
thunder_greedy,9915.0,10,31,0,0,10785,28212,30000,0,0,0,,,,,,0.009625015081837773,hazard_grade_knapsack,8,21,1,1,12815,28950,30000,1,0,0,32,32,,,,0.021332991309463978
thunder_greedy,9965.0,9,31,1,1,14438,28286,30000,1,0,1,40,,40,,20,0.010666000889614224,hazard_grade_knapsack,9,20,1,0,17266,29394,30000,0,0,0,,,,,,0.022374995751306415
thunder_greedy,9975.0,10,30,1,0,12957,28276,30000,0,0,0,,,,,,0.009707990102469921,hazard_grade_knapsack,8,20,1,0,14933,26173,30000,1,0,0,36,,36,,,0.030625000363215804
thunder_greedy,10030.0,9,31,1,1,16536,28033,30000,1,0,1,27,,27,,53,0.010707997716963291,hazard_grade_knapsack,9,20,0,0,18403,29439,30000,0,0,0,,,,,,0.03266701241955161
thunder_greedy,10040.0,9,30,2,1,15004,28209,30000,1,0,1,30,,30,,41,0.01095901825465262,hazard_grade_knapsack,9,20,0,0,19058,29439,30000,0,0,0,,,,,,0.018582999473437667
thunder_greedy,10075.0,9,31,1,1,18042,28164,30000,1,0,1,28,,28,,32,0.009832991054281592,hazard_grade_knapsack,8,21,0,1,21358,29240,30000,1,0,0,52,52,,,,0.025459012249484658
thunder_greedy,10080.0,9,31,1,1,16486,28182,30000,1,0,1,69,,69,,17,0.011208001524209976,hazard_grade_knapsack,9,20,0,0,21693,29566,30000,0,0,0,,,,,,0.020166015019640326
thunder_greedy,10090.0,10,31,0,0,14835,28514,30000,0,0,0,,,,,,0.010207993909716606,hazard_grade_knapsack,7,21,1,2,22342,29327,30000,2,0,1,52;48,52,48,,32,0.04270797944627702
thunder_greedy,10110.0,9,31,1,1,16144,28306,30000,1,0,1,75,,75,,31,0.010333984391763806,hazard_grade_knapsack,9,20,0,0,19959,29319,30000,0,0,0,,,,,,0.019500002963468432
thunder_greedy,10130.0,10,31,0,0,14822,28575,30000,0,0,0,,,,,,0.009874987881630659,hazard_grade_knapsack,8,21,0,1,21239,29152,30000,1,0,0,54,54,,,,0.0195419997908175
thunder_greedy,10140.0,10,31,0,0,15467,28575,30000,0,0,0,,,,,,0.010916002793237567,hazard_grade_knapsack,8,20,1,1,21891,29376,30000,1,0,1,6,,6,,52,0.026708992663770914
thunder_greedy,10145.0,10,31,0,0,15794,28575,30000,0,0,0,,,,,,0.009625015081837773,hazard_grade_knapsack,8,19,2,1,19004,29261,30000,1,0,1,63,,63,,73,0.027125002816319466
thunder_greedy,10175.0,10,31,0,0,17749,28575,30000,0,0,0,,,,,,0.010249990737065673,hazard_grade_knapsack,7,19,2,1,14771,26101,30000,2,0,1,31;38,,31;38,,54,0.0321249826811254
thunder_greedy,10195.0,9,31,1,1,19027,28341,30000,1,0,1,64,,64,,73,0.010417017620056868,hazard_grade_knapsack,9,19,0,0,12658,29330,30000,0,0,0,,,,,,0.018584018107503653
thunder_greedy,10200.0,9,30,1,0,13983,25791,30000,1,0,0,32,,32,,,0.011750002158805728,hazard_grade_knapsack,9,19,0,0,12948,29330,30000,0,0,0,,,,,,0.02779200440272689
thunder_greedy,10210.0,9,31,0,1,14614,28504,30000,1,0,1,73,,73,,38,0.011500000255182385,hazard_grade_knapsack,8,19,1,1,13532,29097,30000,1,0,1,18,,18,,79,0.029624992748722434
thunder_greedy,10255.0,9,31,0,1,14790,28717,30000,1,0,1,72,,72,,78,0.011416996130719781,hazard_grade_knapsack,8,20,0,1,13163,29350,30000,1,0,0,78,78,,,,0.020000006770715117
thunder_greedy,10285.0,10,30,0,0,13884,28825,30000,0,0,0,,,,,,0.009584007784724236,hazard_grade_knapsack,8,19,0,0,11859,26463,30000,1,0,0,44,,44,,,0.01775001874193549
thunder_greedy,10290.0,10,30,0,0,14206,28825,30000,0,0,0,,,,,,0.009249983122572303,hazard_grade_knapsack,8,19,0,1,13053,29540,30000,1,0,1,30,,30,,78,0.021291023585945368
thunder_greedy,10305.0,9,30,1,1,15431,28694,30000,1,0,1,31,,31,,40,0.011749973054975271,hazard_grade_knapsack,9,18,0,0,12819,29559,30000,0,0,0,,,,,,0.01970797893591225
thunder_greedy,10330.0,10,30,0,0,14756,28888,30000,0,0,0,,,,,,0.009040988516062498,hazard_grade_knapsack,8,19,0,1,15376,29346,30000,1,0,0,36,36,,,,0.019917002646252513
thunder_greedy,10345.0,9,30,1,1,15720,28696,30000,1,0,1,2,,2,,27,0.010333984391763806,hazard_grade_knapsack,9,18,0,0,17713,29797,30000,0,0,0,,,,,,0.01754099503159523
thunder_greedy,10385.0,9,29,2,1,16778,28805,30000,1,0,1,44,,44,,30,0.009791983757168055,hazard_grade_knapsack,9,18,0,0,20332,29797,30000,0,0,0,,,,,,0.018582999473437667
thunder_greedy,10415.0,10,29,1,0,16137,29017,30000,0,0,0,,,,,,0.00916598946787417,hazard_grade_knapsack,8,18,1,1,22334,29675,30000,1,0,1,60,,60,,36,0.028291018679738045
thunder_greedy,10450.0,9,30,0,0,15706,26145,30000,1,0,0,79,,79,,,0.009917013812810183,hazard_grade_knapsack,9,18,0,0,21277,29628,30000,0,0,0,,,,,,0.023542001144960523
thunder_greedy,10460.0,9,29,0,0,13689,26188,30000,1,0,0,53,,53,,,0.009457988198846579,hazard_grade_knapsack,9,18,0,0,21929,29628,30000,0,0,0,,,,,,0.019291008356958628
thunder_greedy,10475.0,9,28,1,1,15148,29002,30000,1,0,1,7,,7,,69,0.009624985978007317,hazard_grade_knapsack,8,18,1,1,22897,29520,30000,1,0,1,73,,73,,48,0.02400000812485814
thunder_greedy,10490.0,10,28,0,0,16056,29194,30000,0,0,0,,,,,,0.009082985343411565,hazard_grade_knapsack,8,17,2,1,20631,29465,30000,1,0,1,15,,15,,38,0.024124979972839355
thunder_greedy,10510.0,9,28,1,1,17352,28971,30000,1,0,1,50,,50,,64,0.009459006832912564,hazard_grade_knapsack,9,18,0,0,18760,29775,30000,0,0,0,,,,,,0.018207996618002653
thunder_greedy,10530.0,9,28,1,1,15965,29066,30000,1,0,1,36,,36,,32,0.009874987881630659,hazard_grade_knapsack,9,18,0,0,19927,29775,30000,0,0,0,,,,,,0.0177919864654541
thunder_greedy,10535.0,10,27,1,0,13587,29323,30000,0,0,0,,,,,,0.01270900247618556,hazard_grade_knapsack,8,18,1,1,20219,29615,30000,1,0,1,38,,38,,31,0.026541994884610176
thunder_greedy,10560.0,10,27,1,0,15175,29323,30000,0,0,0,,,,,,0.008833012543618679,hazard_grade_knapsack,8,18,1,1,18642,29829,30000,1,0,1,79,,79,,6,0.02562499139457941
thunder_greedy,10590.0,9,29,0,1,17112,29135,30000,1,0,1,18,,18,,72,0.011666998034343123,hazard_grade_knapsack,9,18,0,0,17153,29991,30000,0,0,0,,,,,,0.02025000867433846
thunder_greedy,10610.0,9,28,1,1,15660,29303,30000,1,0,1,27,,27,,73,0.00941698090173304,hazard_grade_knapsack,7,18,1,1,15050,26477,30000,1,1,0,22,,22,30,,0.026042020181193948
thunder_greedy,10615.0,10,27,1,0,13122,29414,30000,0,0,0,,,,,,0.009208015399053693,hazard_grade_knapsack,8,18,0,1,15326,29857,30000,0,1,0,,,,30,,0.019875005818903446
thunder_greedy,10620.0,10,27,1,0,13438,29414,30000,0,0,0,,,,,,0.008915987564250827,hazard_grade_knapsack,8,18,0,1,15602,29866,30000,0,1,0,,,,30,,0.020832987502217293
thunder_greedy,10625.0,10,27,1,0,13755,29414,30000,0,0,0,,,,,,0.011625001206994057,hazard_grade_knapsack,8,18,0,1,15882,29876,30000,0,1,0,,,,30,,0.019665982108563185
thunder_greedy,10630.0,10,27,1,0,14073,29414,30000,0,0,0,,,,,,0.012833013897761703,hazard_grade_knapsack,8,18,0,1,16160,29885,30000,0,1,0,,,,30,,0.019166996935382485
thunder_greedy,10635.0,10,27,1,0,14393,29414,30000,0,0,0,,,,,,0.014834018656983972,hazard_grade_knapsack,7,19,0,2,16434,29751,30000,1,0,1,30,30,,,44,0.019291997887194157
thunder_greedy,10655.0,9,27,2,1,15671,29167,30000,1,0,1,64,,64,,2,0.011625001206994057,hazard_grade_knapsack,8,18,0,0,14432,27012,30000,0,0,0,,,,,,0.017084006685763597
thunder_greedy,10670.0,10,28,0,0,13941,29472,30000,0,0,0,,,,,,0.010624993592500687,hazard_grade_knapsack,7,18,1,1,15298,27035,30000,1,0,1,72,,72,,63,0.02341700019314885
thunder_greedy,10680.0,9,28,1,1,14580,29376,30000,1,0,1,49,,49,,31,0.009749986929818988,hazard_grade_knapsack,8,18,0,0,12485,27050,30000,0,0,0,,,,,,0.01733400858938694
thunder_greedy,10690.0,10,28,0,0,13750,29533,30000,0,0,0,,,,,,0.009458017302677035,hazard_grade_knapsack,7,18,1,1,13403,26856,30000,1,0,1,69,,69,,30,0.026749999960884452
thunder_greedy,10730.0,9,28,1,1,16588,29358,30000,1,0,1,6,,6,,44,0.01087499549612403,hazard_grade_knapsack,8,18,0,0,15519,26926,30000,0,0,0,,,,,,0.01683298614807427
thunder_greedy,10755.0,10,28,0,0,16870,29615,30000,0,0,0,,,,,,0.008917006198316813,hazard_grade_knapsack,6,19,1,2,18067,26491,30000,2,0,1,60;48,60,48,,73,0.029165996238589287
thunder_greedy,10765.0,9,28,0,0,14814,26670,30000,1,0,0,68,,68,,,0.010457995813339949,hazard_grade_knapsack,8,18,0,0,15957,27184,30000,0,0,0,,,,,,0.018332997569814324
thunder_greedy,10780.0,9,27,1,1,15766,29495,30000,1,0,1,14,,14,,79,0.009665993275120854,hazard_grade_knapsack,8,18,0,0,16861,27184,30000,0,0,0,,,,,,0.020625011529773474
thunder_greedy,10805.0,10,26,1,0,14602,29768,30000,0,0,0,,,,,,0.008750008419156075,hazard_grade_knapsack,7,19,0,1,18392,26980,30000,1,0,0,15,15,,,,0.019583007087931037
thunder_greedy,10820.0,10,27,0,0,15568,29768,30000,0,0,0,,,,,,0.009583018254488707,hazard_grade_knapsack,7,18,0,0,16008,23876,30000,1,0,0,73,,73,,,0.017375015886500478
thunder_greedy,10835.0,10,27,0,0,16549,29768,30000,0,0,0,,,,,,0.009083014447242022,hazard_grade_knapsack,7,18,0,1,16900,27071,30000,1,0,0,15,15,,,,0.019540981156751513
thunder_greedy,10840.0,10,27,0,0,16877,29768,30000,0,0,0,,,,,,0.00895801349543035,hazard_grade_knapsack,7,18,0,1,17296,27139,30000,1,0,0,38,38,,,,0.021041982108727098
thunder_greedy,10850.0,9,27,1,1,17531,29666,30000,1,0,1,52,,52,,7,0.009624985978007317,hazard_grade_knapsack,8,17,0,0,17907,27518,30000,0,0,0,,,,,,0.01737498678267002
thunder_greedy,10870.0,9,26,2,1,15973,29581,30000,1,0,1,17,,17,,36,0.009749986929818988,hazard_grade_knapsack,8,17,0,0,19095,27518,30000,0,0,0,,,,,,0.019083003280684352
thunder_greedy,10875.0,10,26,1,0,13592,29904,30000,0,0,0,,,,,,0.009167008101940155,hazard_grade_knapsack,7,17,1,1,19393,27316,30000,1,0,1,7,,7,,79,0.033917021937668324
thunder_greedy,10890.0,9,27,0,0,12504,26951,30000,1,0,0,36,,36,,,0.009249983122572303,hazard_grade_knapsack,7,18,0,1,17114,27428,30000,1,0,0,15,15,,,,0.0185410026460886
thunder_greedy,10915.0,10,26,0,0,15733,29931,30000,0,0,0,,,,,,0.00895900302566588,hazard_grade_knapsack,7,18,0,1,18610,27719,30000,1,0,0,38,38,,,,0.019291997887194157
thunder_greedy,10960.0,9,27,0,1,18667,29781,30000,1,0,1,2,,2,,18,0.010749994544312358,hazard_grade_knapsack,7,17,1,1,21206,27872,30000,1,0,1,31,,31,,22,0.03845899482257664
thunder_greedy,10985.0,9,27,0,1,17473,29779,30000,0,1,0,,,,64,,0.01041698851622641,hazard_grade_knapsack,8,17,0,0,19315,28084,30000,0,0,0,,,,,,0.02104099257849157
thunder_greedy,10990.0,9,27,0,1,17786,29779,30000,0,1,0,,,,64,,0.009583018254488707,hazard_grade_knapsack,7,17,1,1,19583,27892,30000,1,0,1,20,,20,,72,0.032750016544014215
thunder_greedy,10995.0,8,28,0,2,18094,29532,30000,1,1,1,62,,62,64,49,0.010124989785254002,hazard_grade_knapsack,8,17,0,0,16648,28182,30000,0,0,0,,,,,,0.018708000425249338
thunder_greedy,11000.0,9,27,0,1,15667,29820,30000,0,1,0,,,,64,,0.009583018254488707,hazard_grade_knapsack,7,18,0,1,16917,28057,30000,1,0,0,15,15,,,,0.018417020328342915
thunder_greedy,11005.0,9,27,0,1,15978,29820,30000,0,1,0,,,,64,,0.010542018571868539,hazard_grade_knapsack,8,17,0,0,17212,28505,30000,0,0,0,,,,,,0.021374988136813045
thunder_greedy,11010.0,9,27,0,1,16289,29820,30000,0,1,0,,,,64,,0.010957999620586634,hazard_grade_knapsack,8,17,0,0,17509,28505,30000,0,0,0,,,,,,0.01695798709988594
thunder_greedy,11015.0,9,27,0,1,16601,29820,30000,0,1,0,,,,64,,0.009124982170760632,hazard_grade_knapsack,8,17,0,0,17806,28505,30000,0,0,0,,,,,,0.016916979802772403
thunder_greedy,11020.0,9,27,0,1,16916,29820,30000,0,1,0,,,,64,,0.009291019523516297,hazard_grade_knapsack,8,17,0,0,18102,28505,30000,0,0,0,,,,,,0.017165992176160216
thunder_greedy,11025.0,9,27,0,1,17233,29820,30000,0,1,0,,,,64,,0.008707982487976551,hazard_grade_knapsack,8,17,0,0,18387,28505,30000,0,0,0,,,,,,0.016708974726498127
thunder_greedy,11030.0,9,27,0,1,17550,29820,30000,0,1,0,,,,64,,0.00899998121894896,hazard_grade_knapsack,8,17,0,0,18675,28505,30000,0,0,0,,,,,,0.021334009943529963
thunder_greedy,11035.0,9,27,0,1,17869,29820,30000,0,1,0,,,,64,,0.009291019523516297,hazard_grade_knapsack,8,17,0,0,18961,28505,30000,0,0,0,,,,,,0.018167018424719572
thunder_greedy,11040.0,9,27,0,1,18191,29820,30000,0,1,0,,,,64,,0.008874980267137289,hazard_grade_knapsack,8,17,0,0,19251,28505,30000,0,0,0,,,,,,0.01912500010803342
thunder_greedy,11045.0,9,27,0,1,18513,29820,30000,0,1,0,,,,64,,0.009790994226932526,hazard_grade_knapsack,8,17,0,0,19545,28505,30000,0,0,0,,,,,,0.01704200985841453
thunder_greedy,11050.0,9,27,0,1,18838,29820,30000,0,1,0,,,,64,,0.008458009688183665,hazard_grade_knapsack,7,17,0,0,16248,24866,30000,1,0,0,5,,5,,,0.017458020010963082
thunder_greedy,11055.0,9,27,0,1,19160,29826,30000,0,1,0,,,,64,,0.010791991371661425,hazard_grade_knapsack,7,16,1,1,16533,28195,30000,1,0,1,25,,25,,69,0.03370799822732806
thunder_greedy,11060.0,8,27,1,2,19480,29835,30000,1,1,1,40,,40,64,27,0.009915995178744197,hazard_grade_knapsack,8,16,0,0,13519,28395,30000,0,0,0,,,,,,0.018874998204410076
thunder_greedy,11065.0,8,26,2,2,16938,29642,30000,1,1,1,38,,38,6,64,0.009584007784724236,hazard_grade_knapsack,8,16,0,0,13800,28395,30000,0,0,0,,,,,,0.01691700890660286
thunder_greedy,11070.0,9,27,0,1,15723,29916,30000,0,1,0,,,,6,,0.009665993275120854,hazard_grade_knapsack,8,16,0,0,14078,28395,30000,0,0,0,,,,,,0.018542021280154586
thunder_greedy,11075.0,9,27,0,1,16791,29916,30000,0,1,0,,,,6,,0.011041993275284767,hazard_grade_knapsack,8,16,0,0,14354,28395,30000,0,0,0,,,,,,0.020915991626679897
thunder_greedy,11080.0,8,27,1,2,17108,29666,30000,1,1,1,15,,15,6,68,0.009874987881630659,hazard_grade_knapsack,8,16,0,0,14634,28395,30000,0,0,0,,,,,,0.016542006051167846
thunder_greedy,11085.0,9,26,1,1,15133,29949,30000,0,1,0,,,,6,,0.009915995178744197,hazard_grade_knapsack,8,16,0,0,14916,28395,30000,0,0,0,,,,,,0.016583013348281384
thunder_greedy,11090.0,9,26,1,1,15440,29949,30000,0,1,0,,,,6,,0.014082994312047958,hazard_grade_knapsack,8,16,0,0,15199,28395,30000,0,0,0,,,,,,0.01654098741710186
thunder_greedy,11095.0,9,27,0,1,15749,29949,30000,0,1,0,,,,6,,0.010209012543782592,hazard_grade_knapsack,8,16,0,0,15485,28395,30000,0,0,0,,,,,,0.015916972188279033
thunder_greedy,11100.0,9,27,0,1,16059,29949,30000,0,1,0,,,,6,,0.01070898724719882,hazard_grade_knapsack,8,16,0,0,15770,28395,30000,0,0,0,,,,,,0.01650000922381878
thunder_greedy,11105.0,8,27,0,1,13695,26934,30000,1,1,0,22,,22,6,,0.009041978046298027,hazard_grade_knapsack,8,16,0,0,16057,28395,30000,0,0,0,,,,,,0.016082980437204242
thunder_greedy,11110.0,9,26,0,1,15228,29982,30000,0,1,0,,,,6,,0.009417010005563498,hazard_grade_knapsack,7,17,0,1,16344,28281,30000,1,0,0,15,15,,,,0.018207996618002653
thunder_greedy,11115.0,9,26,0,1,16416,29982,30000,0,1,0,,,,6,,0.009458017302677035,hazard_grade_knapsack,8,16,0,0,16639,28570,30000,0,0,0,,,,,,0.019291997887194157
thunder_greedy,11120.0,9,26,0,1,16730,29982,30000,0,1,0,,,,6,,0.010707997716963291,hazard_grade_knapsack,7,16,1,1,16929,28405,30000,1,0,1,40,,40,,48,0.03187500988133252
thunder_greedy,11125.0,8,26,1,2,17408,29736,30000,1,0,2,63,,63,,6;52,0.009915995178744197,hazard_grade_knapsack,8,15,1,0,13915,28607,30000,0,0,0,,,,,,0.017375015886500478
thunder_greedy,11200.0,8,26,0,0,13749,24229,30000,1,0,0,25,,25,,,0.008792005246505141,hazard_grade_knapsack,8,16,0,0,18245,28607,30000,0,0,0,,,,,,0.01654098741710186
thunder_greedy,11210.0,9,25,0,0,14377,27296,30000,0,0,0,,,,,,0.008500006515532732,hazard_grade_knapsack,6,16,0,0,11260,20824,30000,2,0,0,22;6,,22;6,,,0.01633400097489357
thunder_greedy,11220.0,9,25,0,0,15011,27296,30000,0,0,0,,,,,,0.008167000487446785,hazard_grade_knapsack,7,14,1,1,12473,27610,30000,1,0,1,79,,79,,7,0.028999987989664078
thunder_greedy,11230.0,8,25,1,1,15651,27189,30000,1,0,1,11,,11,,36,0.008874980267137289,hazard_grade_knapsack,8,14,0,0,12087,27908,30000,0,0,0,,,,,,0.015333003830164671
thunder_greedy,11275.0,9,25,0,0,16114,27390,30000,0,0,0,,,,,,0.009333016350865364,hazard_grade_knapsack,7,14,1,1,16664,27716,30000,1,0,1,7,,7,,31,0.025416025891900063
thunder_greedy,11280.0,8,25,1,1,16430,27219,30000,1,0,1,60,,60,,2,0.009000010322779417,hazard_grade_knapsack,8,14,0,0,14186,28009,30000,0,0,0,,,,,,0.01591700129210949
thunder_greedy,11310.0,9,25,0,0,15475,27449,30000,0,0,0,,,,,,0.008832983439788222,hazard_grade_knapsack,7,14,0,0,12789,24508,30000,1,0,0,11,,11,,,0.014457997167482972
thunder_greedy,11325.0,8,25,1,1,16696,27298,30000,1,0,1,44,,44,,62,0.010457995813339949,hazard_grade_knapsack,8,13,0,0,15334,28063,30000,0,0,0,,,,,,0.016458012396469712
thunder_greedy,11340.0,9,25,0,0,14997,27518,30000,0,0,0,,,,,,0.008834002073854208,hazard_grade_knapsack,7,13,1,1,16207,27835,30000,1,0,1,31,,31,,5,0.025958986952900887
thunder_greedy,11380.0,8,25,1,1,17515,27347,30000,1,0,1,18,,18,,40,0.012750009773299098,hazard_grade_knapsack,8,13,0,0,15337,28191,30000,0,0,0,,,,,,0.02341700019314885
thunder_greedy,11385.0,8,25,1,1,14966,27340,30000,1,0,1,30,,30,,15,0.009874987881630659,hazard_grade_knapsack,8,13,0,0,15636,28191,30000,0,0,0,,,,,,0.01479100319556892
thunder_greedy,11420.0,9,25,0,0,14298,27635,30000,0,0,0,,,,,,0.008624978363513947,hazard_grade_knapsack,7,13,0,0,14444,24688,30000,1,0,0,44,,44,,,0.014290999388322234
thunder_greedy,11435.0,8,25,1,1,15218,27564,30000,1,0,1,5,,5,,38,0.009207986295223236,hazard_grade_knapsack,8,12,0,0,15328,28289,30000,0,0,0,,,,,,0.01650000922381878
thunder_greedy,11475.0,8,25,1,1,14702,27459,30000,1,0,1,9,,9,,63,0.01087499549612403,hazard_grade_knapsack,8,12,0,0,17755,28305,30000,0,0,0,,,,,,0.01624997821636498
thunder_greedy,11500.0,9,25,0,0,13408,27742,30000,0,0,0,,,,,,0.008749979315325618,hazard_grade_knapsack,7,12,1,1,19287,28093,30000,1,0,1,69,,69,,6,0.02945901360362768
thunder_greedy,11515.0,8,25,1,1,14457,27692,30000,1,0,1,41,,41,,22,0.009125011274591088,hazard_grade_knapsack,8,12,0,0,16888,28497,30000,0,0,0,,,,,,0.01462499494664371
thunder_greedy,11545.0,9,25,0,0,14790,27801,30000,0,0,0,,,,,,0.00808399636298418,hazard_grade_knapsack,7,12,0,0,14931,24905,30000,1,0,0,6,,6,,,0.013832992408424616
thunder_greedy,11560.0,9,25,0,0,15730,27801,30000,0,0,0,,,,,,0.008333998266607523,hazard_grade_knapsack,7,12,0,1,15782,28318,30000,1,0,0,22,22,,,,0.014416000340133905
thunder_greedy,11575.0,8,25,1,1,16675,27579,30000,1,0,1,79,,79,,11,0.008917006198316813,hazard_grade_knapsack,8,11,0,0,16659,28616,30000,0,0,0,,,,,,0.015708006685599685
thunder_greedy,11580.0,8,26,0,1,14893,27686,30000,1,0,1,64,,64,,25,0.009875016985461116,hazard_grade_knapsack,8,11,0,0,16950,28616,30000,0,0,0,,,,,,0.020083010895177722
thunder_greedy,11605.0,9,25,0,0,14500,27892,30000,0,0,0,,,,,,0.008584000170230865,hazard_grade_knapsack,7,12,0,1,18434,28419,30000,1,0,0,22,22,,,,0.015249999705702066
thunder_greedy,11610.0,9,25,0,0,14814,27892,30000,0,0,0,,,,,,0.008417002391070127,hazard_grade_knapsack,7,11,0,0,15792,25340,30000,1,0,0,41,,41,,,0.019083003280684352
thunder_greedy,11615.0,8,25,1,1,15128,27689,30000,1,0,1,48,,48,,60,0.00999998883344233,hazard_grade_knapsack,8,10,0,0,16092,28991,30000,0,0,0,,,,,,0.015833007637411356
thunder_greedy,11625.0,9,25,0,0,13981,27933,30000,0,0,0,,,,,,0.008458009688183665,hazard_grade_knapsack,7,10,1,1,16671,28754,30000,1,0,1,48,,48,,7,0.030333001632243395
thunder_greedy,11650.0,8,25,1,1,16416,27722,30000,1,0,1,11,,11,,44,0.008666975190863013,hazard_grade_knapsack,8,10,0,0,14801,29127,30000,0,0,0,,,,,,0.013166980352252722
thunder_greedy,11660.0,9,24,1,0,15171,27980,30000,0,0,0,,,,,,0.008167000487446785,hazard_grade_knapsack,7,10,1,1,15367,28940,30000,1,0,1,7,,7,,22,0.028915994334965944
thunder_greedy,11680.0,8,24,2,1,16419,27762,30000,1,0,1,2,,2,,18,0.010499992640689015,hazard_grade_knapsack,8,10,0,0,12784,28895,30000,0,0,0,,,,,,0.017082988051697612
thunder_greedy,11700.0,9,25,0,0,14790,28028,30000,0,0,0,,,,,,0.008417002391070127,hazard_grade_knapsack,7,10,1,1,14580,28712,30000,1,0,1,30,,30,,11,0.029499991796910763
thunder_greedy,11725.0,8,25,1,1,16356,27890,30000,1,0,1,73,,73,,30,0.00858298153616488,hazard_grade_knapsack,8,10,0,0,12699,29015,30000,0,0,0,,,,,,0.013791985111311078
thunder_greedy,11785.0,8,25,0,0,14242,24985,30000,1,0,0,68,,68,,,0.010042014764621854,hazard_grade_knapsack,8,10,0,0,16163,29015,30000,0,0,0,,,,,,0.01387501833960414
thunder_greedy,11825.0,8,24,1,1,16711,28085,30000,1,0,1,20,,20,,5,0.009166978998109698,hazard_grade_knapsack,7,10,0,0,15116,25414,30000,1,0,0,11,,11,,,0.012917007552459836
thunder_greedy,11830.0,9,23,1,0,13974,28211,30000,0,0,0,,,,,,0.008458009688183665,hazard_grade_knapsack,7,10,0,1,16430,29042,30000,1,0,0,31,31,,,,0.016083999071270227
thunder_greedy,11860.0,9,24,0,0,15856,28211,30000,0,0,0,,,,,,0.008875009370967746,hazard_grade_knapsack,7,9,0,0,14751,25508,30000,1,0,0,72,,72,,,0.012750009773299098
thunder_greedy,11880.0,9,24,0,0,17125,28211,30000,0,0,0,,,,,,0.008125003660097718,hazard_grade_knapsack,7,8,1,1,16724,28964,30000,1,0,1,54,,54,,69,0.03491700044833124
thunder_greedy,11900.0,8,24,0,0,15496,25093,30000,1,0,0,15,,15,,,0.012791017070412636,hazard_grade_knapsack,8,7,1,0,14795,29252,30000,0,0,0,,,,,,0.011625001206994057
thunder_greedy,11905.0,8,23,1,1,15795,28060,30000,1,0,1,36,,36,,79,0.008791015716269612,hazard_grade_knapsack,8,7,1,0,15087,29252,30000,0,0,0,,,,,,0.011041993275284767
thunder_greedy,11915.0,8,23,1,1,13497,28311,30000,1,0,1,52,,52,,41,0.008542003342881799,hazard_grade_knapsack,8,7,1,0,15669,29252,30000,0,0,0,,,,,,0.01329102087765932
thunder_greedy,11920.0,9,23,0,0,11527,28409,30000,0,0,0,,,,,,0.008292001439258456,hazard_grade_knapsack,7,7,2,1,15963,29061,30000,1,0,1,36,,36,,6,0.020417006453499198
thunder_greedy,11940.0,9,23,0,0,12727,28409,30000,0,0,0,,,,,,0.008457980584353209,hazard_grade_knapsack,7,7,2,1,16918,29147,30000,1,0,1,6,,6,,41,0.02216699067503214
thunder_greedy,11980.0,8,23,1,1,15549,28265,30000,1,0,1,32,,32,,48,0.008875009370967746,hazard_grade_knapsack,8,8,0,0,15961,29442,30000,0,0,0,,,,,,0.01566598075442016
thunder_greedy,12050.0,9,23,0,0,17025,28482,30000,0,0,0,,,,,,0.008041999535635114,hazard_grade_knapsack,6,10,0,2,19966,29080,30000,2,0,0,30;7,30;7,,,,0.013167009456083179
