policy,time,active,ready,tool,warm_caches,physical_kv_blocks,reserved_kv_blocks,capacity_blocks,n_admit,n_keep,n_evict,admit_ids,warm_admit_ids,cold_admit_ids,keep_ids,evict_ids,decision_ms
thunder_greedy,0.0,0,80,0,0,0,0,30000,35,0,0,49;4;41;42;26;54;68;33;38;34;61;45;17;72;27;74;9;60;6;8;58;65;77;24;48;46;10;43;21;16;29;52;13;32;57,,49;4;41;42;26;54;68;33;38;34;61;45;17;72;27;74;9;60;6;8;58;65;77;24;48;46;10;43;21;16;29;52;13;32;57,,,0.032082985853776336
thunder_greedy,5.0,35,45,0,0,2065,29020,30000,0,0,0,,,,,,0.019041995983570814
thunder_greedy,10.0,35,45,0,0,4095,29020,30000,0,0,0,,,,,,0.018624996300786734
thunder_greedy,15.0,35,45,0,0,6160,29020,30000,0,0,0,,,,,,0.016082980437204242
thunder_greedy,20.0,35,45,0,0,8260,29020,30000,0,0,0,,,,,,0.015458004781976342
thunder_greedy,25.0,35,45,0,0,10360,29020,30000,0,0,0,,,,,,0.01575000351294875
thunder_greedy,30.0,35,45,0,0,11475,29020,30000,0,0,0,,,,,,0.015958998119458556
thunder_greedy,35.0,35,45,0,0,11897,29020,30000,0,0,0,,,,,,0.015541998436674476
thunder_greedy,40.0,35,45,0,0,12352,29020,30000,0,0,0,,,,,,0.0153339933604002
thunder_greedy,45.0,35,45,0,0,12773,29020,30000,0,0,0,,,,,,0.015458004781976342
thunder_greedy,50.0,34,46,0,1,13221,28809,30000,1,0,0,49,49,,,,0.01912500010803342
thunder_greedy,55.0,35,45,0,0,13675,29149,30000,0,0,0,,,,,,0.01591700129210949
thunder_greedy,60.0,35,45,0,0,14129,29149,30000,0,0,0,,,,,,0.015166995581239462
thunder_greedy,65.0,35,45,0,0,14582,29149,30000,0,0,0,,,,,,0.01724998583085835
thunder_greedy,70.0,35,45,0,0,15036,29149,30000,0,0,0,,,,,,0.01925000105984509
thunder_greedy,75.0,34,45,1,1,15483,28948,30000,1,1,0,63,,63,4,,0.018291000742465258
thunder_greedy,80.0,35,44,1,1,15964,29945,30000,0,1,0,,,,4,,0.017167010810226202
thunder_greedy,85.0,35,45,0,1,16440,29945,30000,0,1,0,,,,4,,0.016708014300093055
thunder_greedy,90.0,34,46,0,2,16878,29754,30000,1,0,1,4,4,,,41,0.018583989003673196
thunder_greedy,95.0,34,45,1,1,16894,29365,30000,1,0,1,41,,41,,54,0.016959005733951926
thunder_greedy,100.0,35,45,0,0,16871,29679,30000,0,0,0,,,,,,0.0160830095410347
thunder_greedy,105.0,35,45,0,0,17371,29679,30000,0,0,0,,,,,,0.01562500256113708
thunder_greedy,110.0,35,45,0,0,17857,29679,30000,0,0,0,,,,,,0.015500001609325409
thunder_greedy,115.0,34,45,1,1,18371,29494,30000,1,0,1,54,,54,,42,0.01604200224392116
thunder_greedy,120.0,34,46,0,1,18355,29527,30000,1,0,1,42,,42,,74,0.016834004782140255
thunder_greedy,125.0,35,45,0,0,18307,29821,30000,0,0,0,,,,,,0.01591601176187396
thunder_greedy,130.0,34,45,1,1,18797,29588,30000,0,1,0,,,,45,,0.024250010028481483
thunder_greedy,135.0,34,45,1,1,19265,29588,30000,0,1,0,,,,45,,0.017416983610019088
thunder_greedy,140.0,33,45,2,2,19722,29365,30000,1,1,1,74,,74,61,45,0.016999983927235007
thunder_greedy,145.0,34,45,1,1,19588,29984,30000,0,1,0,,,,61,,0.017999991541728377
thunder_greedy,150.0,34,45,1,1,20014,29984,30000,0,1,0,,,,61,,0.016000005416572094
thunder_greedy,155.0,34,45,1,1,20442,29984,30000,0,1,0,,,,61,,0.016083999071270227
thunder_greedy,160.0,33,45,2,2,20872,29757,30000,1,0,1,61,61,,,60,0.016166013665497303
thunder_greedy,165.0,33,44,3,1,20712,29253,30000,1,0,1,66,,66,,13,0.016292004147544503
thunder_greedy,170.0,32,45,3,2,20422,29177,30000,1,1,0,72,72,,26,,0.018457998521625996
thunder_greedy,175.0,32,44,4,2,20858,29295,30000,1,1,1,13,,13,26,54,0.020207982743158937
thunder_greedy,180.0,33,44,3,1,20734,29772,30000,0,1,0,,,,26,,0.018457998521625996
thunder_greedy,185.0,33,46,1,1,21101,29772,30000,0,1,0,,,,26,,0.01720801810733974
thunder_greedy,190.0,32,46,2,2,21474,29550,30000,1,1,1,54,,54,29,26,0.017207989003509283
thunder_greedy,195.0,30,46,4,4,21311,29242,30000,3,0,3,26;45;77,77,26;45,,6;29;52,0.018499995348975062
thunder_greedy,200.0,31,46,3,2,19672,29038,30000,2,0,2,60;6,,60;6,,9;58,0.01741599407978356
thunder_greedy,205.0,33,47,0,0,18832,29610,30000,0,0,0,,,,,,0.01837499439716339
thunder_greedy,210.0,31,47,2,2,19284,29243,30000,2,0,2,58;9,,58;9,,10;38,0.01708397758193314
thunder_greedy,215.0,32,46,2,1,18443,29741,30000,0,1,0,,,,27,,0.016790989320725203
thunder_greedy,220.0,31,48,1,2,18898,29544,30000,1,1,0,27,27,,21,,0.021915999241173267
thunder_greedy,225.0,31,48,1,2,19359,29635,30000,1,1,1,38,,38,21,24,0.020665989723056555
thunder_greedy,230.0,31,47,2,2,19131,29713,30000,1,0,2,29,,29,,8;21,0.018582999473437667
thunder_greedy,235.0,32,47,1,0,18200,29321,30000,0,0,0,,,,,,0.017040991224348545
thunder_greedy,240.0,32,47,1,0,18671,29321,30000,0,0,0,,,,,,0.018457998521625996
thunder_greedy,245.0,31,48,0,0,18425,28408,30000,1,0,0,21,,21,,,0.017125013982877135
thunder_greedy,250.0,31,48,0,1,18891,29268,30000,1,0,1,52,,52,,43,0.018959020962938666
thunder_greedy,255.0,32,47,0,0,18641,29660,30000,0,0,0,,,,,,0.01720900763757527
thunder_greedy,260.0,31,47,1,1,19110,29556,30000,1,0,1,70,,70,,68,0.017582991858944297
thunder_greedy,265.0,30,47,2,2,18926,29653,30000,1,0,2,68,,68,,34;65,0.018916005501523614
thunder_greedy,270.0,30,49,0,1,17995,29197,30000,1,0,1,65,,65,,48,0.0177919864654541
thunder_greedy,275.0,30,48,1,1,17731,29301,30000,1,0,1,34,,34,,77,0.01704200985841453
thunder_greedy,280.0,31,48,0,0,17404,29588,30000,0,0,0,,,,,,0.027708010748028755
thunder_greedy,285.0,30,49,0,1,17875,29354,30000,1,0,1,48,,48,,13,0.018291990272700787
thunder_greedy,290.0,30,49,0,1,17568,29542,30000,1,0,0,16,16,,,,0.01783299376256764
thunder_greedy,295.0,29,48,2,2,18049,29520,30000,1,1,1,24,,24,66,46,0.01737498678267002
thunder_greedy,300.0,30,48,1,1,17744,29877,30000,0,1,0,,,,66,,0.01712498487904668
thunder_greedy,305.0,30,49,0,1,18216,29877,30000,0,1,0,,,,66,,0.01720900763757527
thunder_greedy,310.0,29,49,1,2,18681,29792,30000,1,0,2,46,,46,,4;66,0.017292011762037873
thunder_greedy,315.0,29,48,2,1,17665,29284,30000,1,0,1,10,,10,,41,0.016584002878516912
thunder_greedy,320.0,30,48,1,0,17451,29741,30000,0,0,0,,,,,,0.019583007087931037
thunder_greedy,325.0,29,48,2,1,17917,29705,30000,1,0,1,41,,41,,33,0.018250022549182177
thunder_greedy,330.0,28,48,3,2,17653,29664,30000,1,1,1,33,,33,54,32,0.017250014934688807
thunder_greedy,335.0,29,48,2,1,17227,29916,30000,0,1,0,,,,54,,0.018041988369077444
thunder_greedy,340.0,29,50,0,1,17694,29921,30000,0,1,0,,,,54,,0.017583981389179826
thunder_greedy,345.0,29,50,0,1,18157,29927,30000,0,1,0,,,,54,,0.016833015251904726
thunder_greedy,350.0,28,51,0,2,18623,29801,30000,1,0,2,4,,4,,27;54,0.019208004232496023
thunder_greedy,355.0,29,50,0,0,17615,29340,30000,0,0,0,,,,,,0.016582984244450927
thunder_greedy,360.0,29,50,0,0,18079,29346,30000,0,0,0,,,,,,0.01820901525206864
thunder_greedy,365.0,29,50,0,0,18547,29352,30000,0,0,0,,,,,,0.016207981389015913
thunder_greedy,370.0,28,50,1,1,19014,29138,30000,1,0,1,54,,54,,9,0.017082988051697612
thunder_greedy,375.0,27,50,2,2,18712,29234,30000,2,0,2,8;77,,8;77,,17;26,0.01750001683831215
thunder_greedy,380.0,28,49,2,1,17604,29917,30000,1,0,1,30,,30,,63,0.020415987819433212
thunder_greedy,385.0,29,49,1,0,17132,30000,30000,0,0,0,,,,,,0.017167010810226202
thunder_greedy,390.0,29,50,0,0,17595,30000,30000,0,0,0,,,,,,0.016250007320195436
thunder_greedy,395.0,29,50,0,0,18058,30000,30000,0,0,0,,,,,,0.018874998204410076
thunder_greedy,400.0,28,50,0,0,17727,29021,30000,0,0,0,,,,,,0.01604200224392116
thunder_greedy,405.0,27,50,0,0,17202,28035,30000,1,0,0,26,,26,,,0.01741599407978356
thunder_greedy,410.0,28,49,0,0,17670,29118,30000,0,0,0,,,,,,0.016375008272007108
thunder_greedy,415.0,26,51,0,2,18133,28988,30000,2,0,2,9;66,,9;66,,16;49,0.017790996935218573
thunder_greedy,420.0,28,49,0,0,16854,29534,30000,0,0,0,,,,,,0.017874990589916706
thunder_greedy,425.0,27,49,0,0,16183,28363,30000,1,0,0,49,,49,,,0.016541016520932317
thunder_greedy,430.0,28,48,0,0,16645,29546,30000,0,0,0,,,,,,0.017875019693747163
thunder_greedy,435.0,27,48,1,1,17107,29317,30000,1,0,1,17,,17,,65,0.01675001112744212
thunder_greedy,440.0,27,48,1,1,16771,29712,30000,1,0,1,13,,13,,72,0.016875012079253793
thunder_greedy,445.0,27,48,1,1,16251,29981,30000,0,1,0,,,,42,,0.019291997887194157
thunder_greedy,450.0,27,49,0,1,16713,29981,30000,0,1,0,,,,42,,0.017292011762037873
thunder_greedy,455.0,25,50,1,3,17169,29643,30000,2,0,2,29;65,29,65,,42;70,0.019625003915280104
thunder_greedy,460.0,27,49,0,0,15933,29514,30000,0,0,0,,,,,,0.016417005099356174
thunder_greedy,465.0,26,49,1,1,16394,29452,30000,1,0,1,70,,70,,60,0.016582984244450927
thunder_greedy,470.0,26,49,1,1,15990,29591,30000,1,0,1,11,,11,,38,0.01675001112744212
thunder_greedy,475.0,27,49,0,0,15601,29806,30000,0,0,0,,,,,,0.01720801810733974
thunder_greedy,480.0,26,50,0,1,16055,29671,30000,1,0,1,38,,38,,21,0.019625003915280104
thunder_greedy,485.0,27,49,0,0,15622,29985,30000,0,0,0,,,,,,0.017915997887030244
thunder_greedy,490.0,27,49,0,0,16080,29985,30000,0,0,0,,,,,,0.019458006136119366
thunder_greedy,495.0,27,49,0,0,16541,29985,30000,0,0,0,,,,,,0.016292004147544503
thunder_greedy,500.0,27,49,0,0,17000,29985,30000,0,0,0,,,,,,0.015708006685599685
thunder_greedy,505.0,27,49,0,0,17460,29985,30000,0,0,0,,,,,,0.01866600359790027
thunder_greedy,510.0,26,49,1,1,17921,29830,30000,1,0,1,14,,14,,34,0.0185410026460886
thunder_greedy,515.0,27,49,0,0,17445,29961,30000,0,0,0,,,,,,0.018332997569814324
thunder_greedy,520.0,25,49,2,2,17906,29748,30000,1,0,2,21,,21,,6;10,0.017375015886500478
thunder_greedy,525.0,25,48,3,1,16490,29005,30000,1,0,1,34,,34,,52,0.01650000922381878
thunder_greedy,530.0,26,48,2,0,15933,29253,30000,0,0,0,,,,,,0.01604200224392116
thunder_greedy,535.0,24,49,3,2,16385,29142,30000,2,0,2,63;32,,63;32,,45;68,0.020208011846989393
thunder_greedy,540.0,25,49,2,1,14838,29563,30000,1,0,1,45,,45,,48,0.01708397758193314
thunder_greedy,545.0,25,50,1,1,14319,29730,30000,1,0,1,47,,47,,41,0.016667007002979517
thunder_greedy,550.0,26,49,1,0,13945,29975,30000,0,0,0,,,,,,0.018458988051861525
thunder_greedy,555.0,24,49,3,2,14395,29683,30000,2,0,2,41;62,,41;62,,29;46,0.022124993847683072
thunder_greedy,560.0,26,49,1,0,12830,29891,30000,0,0,0,,,,,,0.016332982340827584
thunder_greedy,565.0,26,49,1,0,13280,29891,30000,0,0,0,,,,,,0.01745900954119861
thunder_greedy,570.0,25,50,1,1,13720,29641,30000,1,0,1,46,,46,,77,0.016749982023611665
thunder_greedy,575.0,25,49,2,1,13260,29902,30000,1,0,1,28,,28,,24,0.01766698551364243
thunder_greedy,580.0,25,48,3,1,12659,29785,30000,0,1,0,,,,54,,0.01624997821636498
thunder_greedy,585.0,25,49,2,1,13093,29785,30000,0,1,0,,,,54,,0.01824999344535172
thunder_greedy,590.0,24,50,2,2,13532,29617,30000,1,0,2,77,,77,,30;54,0.0176659959834069
thunder_greedy,595.0,25,50,1,0,12257,29170,30000,0,0,0,,,,,,0.016125006368383765
thunder_greedy,600.0,25,50,1,0,12691,29170,30000,0,0,0,,,,,,0.015833007637411356
thunder_greedy,605.0,25,50,1,0,13126,29170,30000,0,0,0,,,,,,0.015666999388486147
thunder_greedy,610.0,25,50,1,0,13566,29170,30000,0,0,0,,,,,,0.017749989638105035
thunder_greedy,615.0,25,50,1,0,14008,29170,30000,0,0,0,,,,,,0.015291996533051133
thunder_greedy,620.0,25,50,1,0,14450,29170,30000,0,0,0,,,,,,0.015375000657513738
thunder_greedy,625.0,25,50,1,0,14896,29170,30000,0,0,0,,,,,,0.015708996215835214
thunder_greedy,630.0,25,50,1,0,15344,29170,30000,0,0,0,,,,,,0.015500001609325409
thunder_greedy,635.0,24,50,2,1,15789,28953,30000,1,0,1,42,,42,,9,0.017417012713849545
thunder_greedy,640.0,24,50,2,1,15322,29302,30000,1,0,1,60,,60,,4,0.01824999344535172
thunder_greedy,645.0,24,49,2,0,13856,28545,30000,1,0,0,10,,10,,,0.015833997167646885
thunder_greedy,650.0,24,48,3,1,14295,29845,30000,1,0,1,25,,25,,33,0.018415972590446472
thunder_greedy,655.0,23,48,4,2,13608,29543,30000,2,0,2,68;18,,68;18,,8;66,0.017458020010963082
thunder_greedy,660.0,24,49,2,1,11992,29697,30000,1,0,1,39,,39,,17,0.018250022549182177
thunder_greedy,665.0,25,48,2,0,11471,29864,30000,0,0,0,,,,,,0.01633301144465804
thunder_greedy,670.0,25,49,1,0,11902,29864,30000,0,0,0,,,,,,0.01645900192670524
thunder_greedy,675.0,25,49,1,0,12335,29864,30000,0,0,0,,,,,,0.021249987185001373
thunder_greedy,680.0,25,49,1,0,12766,29864,30000,0,0,0,,,,,,0.017082988051697612
thunder_greedy,685.0,25,50,0,0,13204,29864,30000,0,0,0,,,,,,0.02054200740531087
thunder_greedy,690.0,25,50,0,0,13641,29864,30000,0,0,0,,,,,,0.01620801049284637
thunder_greedy,695.0,24,51,0,1,14074,29662,30000,1,0,1,64,,64,,70,0.01766698551364243
thunder_greedy,700.0,23,52,0,2,13597,29494,30000,2,0,1,11;78,11,78,,13,0.01904202508740127
thunder_greedy,705.0,25,50,0,0,12977,29896,30000,0,0,0,,,,,,0.016792007954791188
thunder_greedy,710.0,25,50,0,0,13409,29896,30000,0,0,0,,,,,,0.017582991858944297
thunder_greedy,715.0,25,50,0,0,13845,29896,30000,0,0,0,,,,,,0.017874990589916706
thunder_greedy,720.0,24,50,1,1,14278,29634,30000,1,0,1,9,,9,,11,0.02449998282827437
thunder_greedy,725.0,25,49,1,0,13769,29941,30000,0,0,0,,,,,,0.016416975995525718
thunder_greedy,730.0,25,49,1,0,14205,29941,30000,0,0,0,,,,,,0.015708996215835214
thunder_greedy,735.0,25,49,1,0,14642,29941,30000,0,0,0,,,,,,0.017250014934688807
thunder_greedy,740.0,25,49,1,0,15080,29941,30000,0,0,0,,,,,,0.015541008906438947
thunder_greedy,745.0,24,50,1,1,15514,29898,30000,1,0,1,71,,71,,49,0.03066699719056487
thunder_greedy,750.0,24,49,2,1,14815,29795,30000,1,0,1,54,,54,,65,0.018457998521625996
thunder_greedy,755.0,25,49,1,0,14141,29963,30000,0,0,0,,,,,,0.017082988051697612
thunder_greedy,760.0,25,49,1,0,14573,29963,30000,0,0,0,,,,,,0.017583981389179826
thunder_greedy,765.0,25,49,1,0,15010,29963,30000,0,0,0,,,,,,0.015875004464760423
thunder_greedy,770.0,25,49,1,0,15449,29963,30000,0,0,0,,,,,,0.017333979485556483
thunder_greedy,775.0,25,49,1,0,15895,29963,30000,0,0,0,,,,,,0.016000005416572094
thunder_greedy,780.0,25,49,1,0,16344,29963,30000,0,0,0,,,,,,0.015875004464760423
thunder_greedy,785.0,25,49,1,0,16795,29963,30000,0,0,0,,,,,,0.0189170241355896
thunder_greedy,790.0,25,49,1,0,17247,29963,30000,0,0,0,,,,,,0.01620801049284637
thunder_greedy,795.0,25,49,1,0,17704,29963,30000,0,0,0,,,,,,0.01979200169444084
thunder_greedy,800.0,25,49,1,0,18162,29963,30000,0,0,0,,,,,,0.015333003830164671
thunder_greedy,805.0,24,50,1,1,18615,29878,30000,0,1,0,,,,14,,0.016834004782140255
thunder_greedy,810.0,24,50,1,1,19074,29878,30000,0,1,0,,,,14,,0.016375008272007108
thunder_greedy,815.0,23,50,2,2,19525,29661,30000,1,1,1,17,,17,41,14,0.016417005099356174
thunder_greedy,820.0,20,51,4,5,18995,29138,30000,4,0,4,70;41;16;24,41,70;16;24,,21;32;62;63,0.01995899947360158
thunder_greedy,825.0,23,51,1,1,15395,29411,30000,1,0,1,62,,62,,38,0.019208004232496023
thunder_greedy,830.0,24,50,1,0,14683,29500,30000,0,0,0,,,,,,0.017416983610019088
thunder_greedy,835.0,23,50,1,0,14040,28245,30000,1,0,0,30,,30,,,0.02041697734966874
thunder_greedy,840.0,24,49,1,0,14479,29603,30000,0,0,0,,,,,,0.01708301715552807
thunder_greedy,845.0,23,50,1,1,14915,29496,30000,1,0,0,47,47,,,,0.016375008272007108
thunder_greedy,850.0,23,49,2,1,15350,29697,30000,1,0,1,36,,36,,28,0.01654098741710186
thunder_greedy,855.0,24,48,2,0,14851,29922,30000,0,0,0,,,,,,0.02158299321308732
thunder_greedy,860.0,24,49,1,0,15290,29922,30000,0,0,0,,,,,,0.016541016520932317
thunder_greedy,865.0,23,50,1,1,15728,29764,30000,1,0,1,48,,48,,45,0.020709005184471607
thunder_greedy,870.0,24,49,1,0,15037,29998,30000,0,0,0,,,,,,0.016291014617308974
thunder_greedy,875.0,24,49,1,0,15481,29998,30000,0,0,0,,,,,,0.015874975360929966
thunder_greedy,880.0,24,49,1,0,15922,29998,30000,0,0,0,,,,,,0.017082988051697612
thunder_greedy,885.0,24,49,1,0,16365,29998,30000,0,0,0,,,,,,0.018916995031759143
thunder_greedy,890.0,23,49,2,1,16811,29830,30000,1,0,1,50,,50,,77,0.018708000425249338
thunder_greedy,895.0,22,50,2,2,16161,29482,30000,1,1,0,39,39,,25,,0.01754198456183076
thunder_greedy,900.0,23,50,1,1,16604,29775,30000,0,1,0,,,,25,,0.018207996618002653
thunder_greedy,905.0,23,50,1,1,17044,29775,30000,0,1,0,,,,25,,0.016375008272007108
thunder_greedy,910.0,23,50,1,1,17481,29775,30000,0,1,0,,,,25,,0.01620801049284637
thunder_greedy,915.0,23,50,1,1,17921,29775,30000,0,1,0,,,,25,,0.0176659959834069
thunder_greedy,920.0,23,50,1,1,18363,29775,30000,0,1,0,,,,25,,0.016083999071270227
thunder_greedy,925.0,22,51,1,2,18802,29563,30000,1,0,1,25,25,,,42,0.01850002445280552
thunder_greedy,930.0,22,50,2,1,18169,28774,30000,1,0,1,29,,29,,18,0.018499995348975062
thunder_greedy,935.0,22,50,2,1,17659,28968,30000,1,0,1,18,,18,,78,0.017084006685763597
thunder_greedy,940.0,23,49,2,0,17206,29424,30000,0,0,0,,,,,,0.01691700890660286
thunder_greedy,945.0,23,49,2,0,17650,29424,30000,0,0,0,,,,,,0.016000005416572094
thunder_greedy,950.0,23,49,2,0,18091,29424,30000,0,0,0,,,,,,0.015666999388486147
thunder_greedy,955.0,23,49,2,0,18537,29424,30000,0,0,0,,,,,,0.015291996533051133
thunder_greedy,960.0,23,49,2,0,18984,29424,30000,0,0,0,,,,,,0.015958008589223027
thunder_greedy,965.0,22,50,2,1,19425,29293,30000,1,0,1,32,,32,,47,0.019625003915280104
thunder_greedy,970.0,22,50,2,1,18671,29449,30000,1,0,1,78,,78,,46,0.017125013982877135
thunder_greedy,975.0,23,50,1,0,17876,29408,30000,0,0,0,,,,,,0.017667014617472887
thunder_greedy,980.0,21,51,2,2,18317,29114,30000,2,0,2,52;14,,52;14,,60;64,0.017457990907132626
thunder_greedy,985.0,22,50,2,1,16642,29579,30000,1,0,1,13,,13,,9,0.01824999344535172
thunder_greedy,990.0,23,50,1,0,16026,29932,30000,0,0,0,,,,,,0.01675001112744212
thunder_greedy,995.0,23,50,1,0,16462,29932,30000,0,0,0,,,,,,0.017458020010963082
thunder_greedy,1000.0,23,51,0,0,16902,29932,30000,0,0,0,,,,,,0.018332997569814324
thunder_greedy,1005.0,21,53,0,2,17337,29612,30000,2,0,2,11;12,,11;12,,39;54,0.020167004549875855
thunder_greedy,1010.0,23,51,0,0,15631,29905,30000,0,0,0,,,,,,0.018167018424719572
thunder_greedy,1015.0,23,51,0,0,16068,29905,30000,0,0,0,,,,,,0.016125006368383765
thunder_greedy,1020.0,21,51,2,2,16504,29684,30000,2,0,2,64;7,,64;7,,10;71,0.018167018424719572
thunder_greedy,1025.0,23,51,0,0,14683,29904,30000,0,0,0,,,,,,0.017834012396633625
thunder_greedy,1030.0,22,52,0,1,15115,29662,30000,1,0,1,71,,71,,62,0.02154201501980424
thunder_greedy,1035.0,23,51,0,0,14557,29981,30000,0,0,0,,,,,,0.016416015569120646
thunder_greedy,1040.0,23,51,0,0,14987,29989,30000,0,0,0,,,,,,0.017125013982877135
thunder_greedy,1045.0,23,51,0,0,15421,29997,30000,0,0,0,,,,,,0.017707992810755968
thunder_greedy,1050.0,22,51,1,1,15853,29793,30000,1,0,1,1,,1,,17,0.017250014934688807
thunder_greedy,1055.0,23,51,0,0,15220,29932,30000,0,0,0,,,,,,0.017749989638105035
thunder_greedy,1060.0,23,51,0,0,15655,29940,30000,0,0,0,,,,,,0.01591700129210949
thunder_greedy,1065.0,23,51,0,0,16088,29947,30000,0,0,0,,,,,,0.017749989638105035
thunder_greedy,1070.0,21,52,1,2,16522,29737,30000,2,0,1,62;16,16,62,,41,0.01783299376256764
thunder_greedy,1075.0,21,51,2,2,15573,29785,30000,2,0,2,49;23,,49;23,,68;70,0.019875005818903446
thunder_greedy,1080.0,22,50,2,1,13594,29910,30000,1,0,1,53,,53,,25,0.017499987734481692
thunder_greedy,1085.0,23,50,1,0,12743,29833,30000,0,0,0,,,,,,0.016667007002979517
thunder_greedy,1090.0,22,50,2,1,13166,29626,30000,1,0,1,65,,65,,30,0.017999991541728377
thunder_greedy,1095.0,23,50,1,0,12441,29889,30000,0,0,0,,,,,,0.021000014385208488
thunder_greedy,1100.0,23,50,1,0,12866,29889,30000,0,0,0,,,,,,0.01958297798410058
thunder_greedy,1105.0,23,50,1,0,13292,29889,30000,0,0,0,,,,,,0.016624981071799994
thunder_greedy,1110.0,22,51,1,1,13717,29685,30000,1,0,1,27,,27,,16,0.017166021279990673
thunder_greedy,1115.0,22,51,1,1,12934,29783,30000,1,0,1,0,,0,,36,0.01824999344535172
thunder_greedy,1120.0,22,50,2,1,12307,29764,30000,1,0,1,36,,36,,48,0.016584002878516912
thunder_greedy,1125.0,23,50,1,0,11536,29918,30000,0,0,0,,,,,,0.01720801810733974
thunder_greedy,1130.0,23,50,1,0,11950,29918,30000,0,0,0,,,,,,0.015666009858250618
thunder_greedy,1135.0,23,50,1,0,12363,29918,30000,0,0,0,,,,,,0.021291023585945368
thunder_greedy,1140.0,23,50,1,0,12775,29918,30000,0,0,0,,,,,,0.01637497916817665
thunder_greedy,1145.0,22,51,1,1,13180,29843,30000,1,0,1,72,,72,,24,0.017165992176160216
thunder_greedy,1150.0,23,50,1,0,12316,29995,30000,0,0,0,,,,,,0.01733400858938694
thunder_greedy,1155.0,23,50,1,0,12722,29995,30000,0,0,0,,,,,,0.015666999388486147
thunder_greedy,1160.0,23,50,1,0,13130,29995,30000,0,0,0,,,,,,0.01675001112744212
thunder_greedy,1165.0,22,51,1,1,13688,29938,30000,0,1,0,,,,50,,0.017000013031065464
thunder_greedy,1170.0,22,51,1,1,14101,29938,30000,0,1,0,,,,50,,0.017082988051697612
thunder_greedy,1175.0,22,51,1,1,14514,29938,30000,0,1,0,,,,50,,0.0177919864654541
thunder_greedy,1180.0,21,51,2,2,14933,29706,30000,1,0,2,43,,43,,18;50,0.016582984244450927
thunder_greedy,1185.0,22,51,1,0,13119,28907,30000,0,0,0,,,,,,0.016874982975423336
thunder_greedy,1190.0,22,51,1,0,13532,28907,30000,0,0,0,,,,,,0.015792000340297818
thunder_greedy,1195.0,22,51,1,0,13949,28907,30000,0,0,0,,,,,,0.01683298614807427
thunder_greedy,1200.0,22,51,1,0,14370,28907,30000,0,0,0,,,,,,0.015332974726334214
thunder_greedy,1205.0,21,52,1,1,14780,28693,30000,1,0,0,78,78,,,,0.019208004232496023
thunder_greedy,1210.0,22,51,1,0,15194,29027,30000,0,0,0,,,,,,0.021209008991718292
thunder_greedy,1215.0,22,51,1,0,15608,29027,30000,0,0,0,,,,,,0.016375008272007108
thunder_greedy,1220.0,22,51,1,0,16032,29027,30000,0,0,0,,,,,,0.017166021279990673
thunder_greedy,1225.0,21,51,2,1,16463,28768,30000,1,0,1,38,,38,,78,0.016292004147544503
thunder_greedy,1230.0,21,50,3,1,15832,29024,30000,1,0,1,60,,60,,29,0.01783299376256764
thunder_greedy,1235.0,21,50,3,1,14998,28986,30000,1,0,1,50,,50,,32,0.016959005733951926
thunder_greedy,1240.0,21,51,2,1,14260,29015,30000,1,0,0,7,7,,,,0.017040991224348545
thunder_greedy,1245.0,22,50,2,0,14685,29381,30000,0,0,0,,,,,,0.017959013348445296
thunder_greedy,1250.0,22,50,2,0,15113,29381,30000,0,0,0,,,,,,0.01591700129210949
thunder_greedy,1255.0,22,51,1,0,15544,29381,30000,0,0,0,,,,,,0.017624988686293364
thunder_greedy,1260.0,22,51,1,0,15979,29381,30000,0,0,0,,,,,,0.01591700129210949
thunder_greedy,1265.0,21,52,1,1,16406,29133,30000,1,0,1,78,,78,,13,0.017167010810226202
thunder_greedy,1270.0,22,51,1,0,15680,29373,30000,0,0,0,,,,,,0.015708006685599685
thunder_greedy,1275.0,22,51,1,0,16118,29373,30000,0,0,0,,,,,,0.016083999071270227
thunder_greedy,1280.0,22,52,0,0,16552,29373,30000,0,0,0,,,,,,0.02012500772252679
thunder_greedy,1285.0,22,52,0,0,16992,29373,30000,0,0,0,,,,,,0.016792007954791188
thunder_greedy,1290.0,22,52,0,0,17428,29373,30000,0,0,0,,,,,,0.017583981389179826
thunder_greedy,1295.0,22,52,0,0,17872,29373,30000,0,0,0,,,,,,0.016416015569120646
thunder_greedy,1300.0,22,52,0,0,18314,29373,30000,0,0,0,,,,,,0.016250007320195436
thunder_greedy,1305.0,20,53,1,2,18751,29011,30000,2,0,2,6;70,,6;70,,7;52,0.01812499249354005
thunder_greedy,1310.0,21,52,1,1,16886,29400,30000,1,0,1,63,,63,,1,0.020249979570508003
thunder_greedy,1315.0,22,51,1,0,16332,29863,30000,0,0,0,,,,,,0.023041997337713838
thunder_greedy,1320.0,22,51,1,0,16766,29863,30000,0,0,0,,,,,,0.01575000351294875
thunder_greedy,1325.0,21,51,2,1,17200,29786,30000,1,0,1,69,,69,,12,0.018417020328342915
thunder_greedy,1330.0,22,52,0,0,16542,29944,30000,0,0,0,,,,,,0.01695897663012147
thunder_greedy,1335.0,22,52,0,0,16974,29944,30000,0,0,0,,,,,,0.018082995666190982
thunder_greedy,1340.0,22,52,0,0,17409,29944,30000,0,0,0,,,,,,0.01575000351294875
