seed,case,total_requests,mean_rounds,mean_initial_prompt,mean_prompt_per_turn,mean_decode_per_turn,mean_total_prompt_per_program,mean_submitted_prompt_per_program,mean_total_decode_per_program,cv_total_decode_per_program,mean_tool_s_per_program,max_final_context,policy,mean_program_ct,p50_program_ct,p90_program_ct,p95_program_ct,makespan,programs_per_hour,steps_per_min,completed_programs,completed_requests,mean_request_ct,mean_queue_s,p95_queue_s,cache_hit_prefix_ratio,warm_admits,cold_admits,prefill_tokens,cold_recompute_tokens,decode_tokens,aggregate_gen_tps,cache_evictions,evicted_prefix_tokens,emergency_evictions,reserve_expansions,active_preemptions,preempted_context_tokens,decode_stall_s,memory_violations,physical_kv_util,reserved_kv_util,idle_cache_fraction,mean_active,max_active,max_waiting,mean_engine_waiting,max_router_paused,mean_router_paused,mean_decode_batch,mean_prefill_batch,gpu_busy_fraction,decision_calls,mean_decision_ms,p95_decision_ms,decode_reserve,bdp_lambda_last,bdp_lambda_mean,bdp_lambda_max,bdp_updates,bdp_binding_fraction
20261301,bdp_full,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,449.3047051923601,457.3478029985346,785.8000000000001,827.6249999999999,947.0,304.1182682154171,77.23336853220697,80.0,1219.0,263.89322169197044,6.489912421959073,8.715818233804264,0.8417819367607998,1064.0,155.0,2863567.999999996,1179664.0,522206.99999999325,551.4329461457162,0.0,0.0,0.0,4131.0,0.0,0.0,0,0.0,0.6432375640382162,0.6645604419557811,0.3284745310941748,28.407375892287742,76.0,17.0,0.0739728326457278,46.0,8.35396329711521,27.508230692687366,0.8991451996003633,1.0,316.0,0.13267183035340963,0.353041774360463,1024.0,0.0,5.104653126476705e-09,2.3097871399864933e-08,316.0,0.47468354430379744
20261301,no_decode_update,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,463.9087699383605,476.48296009031094,748.4500000000002,822.2499999999999,983.0,292.9806714140387,74.40488301119024,80.0,1219.0,265.3875624539506,6.460973776205412,8.837940052007292,0.8247066708975019,1062.0,157.0,3172610.999999998,1488707.0,522206.99999996717,531.2380467954905,0.0,0.0,0.0,4245.0,0.0,0.0,0,0.0,0.6277026051551006,0.6502104901333553,0.34468883082082385,28.59168596865407,75.0,17.0,0.07101864107712937,46.0,8.01213329928219,27.69860478338177,0.8930811852722769,1.0,328.0,0.05038302262574888,0.10640228283591568,1024.0,0.0,5.546760916815889e-09,1.6534617435187657e-08,328.0,0.5
20261301,naive_decode_update,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,449.05979866891175,446.8454709000995,763.7500000000002,811.7071148918519,964.0,298.75518672199166,75.87136929460581,80.0,1219.0,262.9716904259922,6.319899371386203,8.790243024316306,0.8416207112168169,1066.0,153.0,2866485.999999997,1182582.0,522206.9999999984,541.7085062240648,0.0,0.0,0.0,4144.0,0.0,0.0,0,0.0,0.6346714201177905,0.6556375225077685,0.33731434177483893,28.101077133577753,76.0,17.0,0.07266833248496289,46.0,7.991656985186498,27.22545950010983,0.8756176334679124,1.0,322.0,0.0531324904892154,0.1331460545770824,1024.0,0.0,5.345307857342532e-09,2.307002028359573e-08,322.0,0.48757763975155277
20261301,no_context_guard,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,447.688403709868,459.5733490912879,795.2,816.8887083929818,950.5,302.99842188321935,76.94897422409258,80.0,1219.0,258.59498091212987,6.100454991299782,8.857440236927411,0.833459151508307,1060.0,159.0,3014201.000000005,1330297.0,522207.0000000127,549.402419779077,0.0,0.0,0.0,4159.0,0.0,0.0,0,0.0,0.6449050707400713,0.6676054263860438,0.3266826589081865,28.666206690553146,76.0,17.0,0.07370044451920486,46.0,7.823729231346059,27.7509365384557,0.9152701520974869,1.0,317.0,0.16240996994630488,0.4521084716543554,1024.0,0.0,4.781780455234946e-09,1.6429797752726562e-08,317.0,0.49842271293375395
20261301,no_k_survival_update,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,447.10626925457507,430.30686904372004,790.1691458479523,814.8387083929819,950.5,302.99842188321935,76.94897422409258,80.0,1219.0,260.8141864949743,6.144111790388542,8.074108761712395,0.8326553443753861,1058.0,161.0,3028749.000000003,1344845.0,522207.00000000146,549.4024197790652,0.0,0.0,0.0,4170.0,0.0,0.0,0,0.0,0.6460802382897559,0.6682342291824888,0.3258547084531694,28.561221530624024,76.0,17.0,0.07370044451920486,46.0,7.879718329809184,27.650638958945017,0.9105825716790332,1.0,317.0,0.16147762570788712,0.4312336910516023,1024.0,0.0,5.8388650397599046e-09,3.026173394249512e-08,317.0,0.4668769716088328
20261301,current_turn_only,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,523.952793643683,540.9010738333789,764.2831004897763,841.365530575374,969.0,297.2136222910217,75.47987616099071,80.0,1219.0,259.4543783205734,8.528302205255903,46.676838970147756,0.6974404312225255,980.0,239.0,5475986.0,3792082.0,522207.00000000984,538.9133126935086,0.0,0.0,0.0,4439.0,0.0,0.0,0,0.0,0.6788893564482146,0.7142364776902327,0.293552529454518,31.237842522194217,76.0,61.0,0.19547757355303783,30.0,10.728586571936999,29.92379771831842,1.3140448038757455,1.0,323.0,0.3639316559702896,0.8737832424230871,1024.0,0.0,2.3721440210925748e-08,9.548333233785489e-08,323.0,0.56656346749226
20261301,no_dual_price,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,456.5313265987431,456.7088513001467,781.9594842232201,830.7249999999998,966.5,297.98241076047594,75.6751163993792,80.0,1219.0,259.2333222782775,5.156481000960186,12.712271670863561,0.7167818607892018,934.0,285.0,5125927.999999992,3442024.0,522207.00000004115,540.3072943611393,0.0,0.0,0.0,4294.0,0.0,0.0,0,0.0,0.6641242167581242,0.6937936006312722,0.3082712237172612,29.990690210499107,76.0,61.0,0.19598320617992102,28.0,6.503621665980818,28.72860085660822,1.2620893538909013,1.0,323.0,0.13273039359841554,0.35964174894615997,1024.0,0.0,0.0,0.0,323.0,0.0
20261301,admission_footprint,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,458.5893546736077,456.295327527449,770.7500000000002,826.7071148918519,958.0,300.62630480167013,76.34655532359082,80.0,1219.0,255.49804981737122,5.214675730930603,9.142566056572802,0.7704831721805379,1025.0,194.0,4153995.0000000102,2470091.0,522206.9999999827,545.1012526095853,0.0,0.0,0.0,4313.0,0.0,0.0,0,0.0,0.6659486981622388,0.6936555288849646,0.3061775735827162,30.354598077873426,76.0,61.0,0.19772209684018127,26.0,6.63537548643467,29.272275449561103,1.0823226283122642,1.0,320.0,0.1618177157070022,0.38949948502704507,1024.0,0.0,7.328756968238012e-09,3.019308141868552e-08,320.0,0.484375
20261301,legacy_action,1219.0,15.2375,2620.1625,1381.3814602132895,428.38966365873665,21048.8,226235.8625,6527.5875,0.9121424101125116,13.266699131358639,46777.0,bdp,449.3047051923601,457.3478029985346,785.8000000000001,827.6249999999999,947.0,304.1182682154171,77.23336853220697,80.0,1219.0,263.89322169197044,6.489912421959073,8.715818233804264,0.8417819367607998,1064.0,155.0,2863567.999999996,1179664.0,522206.99999999325,551.4329461457162,0.0,0.0,0.0,4131.0,0.0,0.0,0,0.0,0.6432375640382162,0.6645604419557811,0.3284745310941748,28.407375892287742,76.0,17.0,0.0739728326457278,46.0,8.35396329711521,27.508230692687366,0.8991451996003633,1.0,316.0,0.1342943059044737,0.3602710203267634,1024.0,0.0,5.104653126476705e-09,2.3097871399864933e-08,316.0,0.47468354430379744
20261302,bdp_full,1155.0,14.4375,2820.7375,1435.8891774891774,469.62510822510825,20730.65,222906.7875,6780.2125,0.8987299735972412,12.734056611130201,44889.0,bdp,448.18112708819353,429.74971243280584,778.0000000000002,848.6499999999999,1051.5,273.8944365192582,65.90584878744652,80.0,1155.0,278.6649156033904,5.236180187228686,8.411066063118398,0.8579797059791192,1010.0,145.0,2532582.9999999963,874131.0,542416.9999999957,515.850689491199,0.0,0.0,0.0,4606.0,0.0,0.0,0,0.0,0.5628109343553016,0.5812942285074464,0.4092659671861053,27.292143925091143,76.0,26.0,0.08586608148608961,46.0,5.751581660721964,26.558392028022045,0.7337518970690686,1.0,351.0,0.10306329434562443,0.2886669826693833,1024.0,0.0,3.815958947607892e-09,1.9352873465847412e-08,351.0,0.3789173789173789
