run,arm,policy,model,programs_in_tape,calls_total,timeline,t_warm_s,t_drain_s,wall_s_sampler,full_window_s,full_gen_tps,full_prompt_tps,full_calls_per_s,full_lat_p50,full_lat_p90,full_lat_p95,full_lat_p99,full_wait_p90,full_wait_p95,warm_window_s,warm_gen_tps,warm_prompt_tps,warm_calls_per_s,warm_lat_p50,warm_lat_p90,warm_lat_p95,warm_lat_p99,warm_wait_p90,warm_wait_p95,steady_window_s,steady_gen_tps,steady_prompt_tps,steady_calls_per_s,steady_lat_p50,steady_lat_p90,steady_lat_p95,steady_lat_p99,steady_wait_p90,steady_wait_p95
31_AB_coder_size_vs_bdp,A,size,qwen3-coder-30b,80,1235,recorded,32.9,601.4,1133.5,1131.0,430.0,17409.6,1.092,8.6,59.9,149.2,481.6,5.6,12.8,1098.1,421.6,16300.5,0.873,8.5,68.3,176.1,481.5,5.5,32.2,568.5,582.6,28443.8,1.581,8.3,67.4,173.9,481.8,5.9,38.4
31_AB_coder_size_vs_bdp,B,bdp,qwen3-coder-30b,80,1278,recorded,34.5,373.9,959.0,957.7,432.2,21521.3,1.334,6.9,50.7,99.1,322.8,3.9,7.0,923.2,419.2,20268.6,1.068,6.8,54.3,103.7,281.8,1.9,7.8,339.4,626.5,38200.7,2.174,6.8,54.3,106.2,269.1,2.8,20.8
