t_s,kv_perc,running,waiting,prefix_hit_cum,preemptions
0.01,0.00,0,0,0.00,0
0.51,0.00,0,0,0.00,0
1.02,0.00,0,0,0.00,0
1.53,0.00,0,0,0.00,0
2.03,0.00,0,0,0.00,0
5.04,2.95,10,70,11.62,0
5.55,5.19,20,60,13.70,0
6.06,8.54,30,50,12.77,0
6.57,10.78,37,43,12.46,0
7.07,14.13,45,35,11.82,0
7.58,16.36,52,28,11.93,0
8.09,19.71,62,18,11.80,0
8.59,21.94,68,12,11.78,0
9.10,25.30,79,1,11.71,0
9.61,27.21,80,0,11.30,0
10.11,27.44,80,0,11.30,0
10.62,27.68,80,0,11.30,0
11.13,27.68,79,0,11.30,0
11.63,29.43,80,0,13.53,0
12.14,29.26,76,0,15.04,0
12.65,30.52,77,0,19.65,0
13.15,32.54,78,0,20.79,0
13.66,33.75,78,0,24.63,0
14.16,33.88,74,0,26.52,0
14.67,36.24,76,2,26.87,0
15.18,37.30,75,0,32.40,0
15.68,40.74,77,1,33.98,0
16.19,41.15,76,0,35.93,0
16.70,44.69,77,0,36.97,0
17.20,45.61,75,0,37.23,0
17.71,47.91,77,0,37.43,0
18.22,49.61,78,0,38.70,0
18.72,51.42,78,0,40.23,0
19.23,49.86,76,0,40.94,0
19.74,54.72,77,1,42.19,0
20.25,53.48,73,0,42.86,0
20.76,56.19,75,2,43.81,0
21.27,52.07,70,0,45.30,0
21.77,58.43,70,6,47.08,0
22.28,60.79,72,4,47.08,0
22.79,65.19,77,1,47.24,0
23.30,64.63,73,0,47.93,0
23.81,65.64,74,0,48.51,0
24.31,69.34,77,1,48.99,0
24.82,69.89,78,0,49.72,0
25.33,72.24,78,0,49.83,0
25.84,67.85,75,0,49.86,0
26.34,72.65,75,0,51.88,0
26.85,74.13,76,0,52.48,0
27.36,76.72,75,0,53.05,0
27.86,81.42,78,0,53.97,0
28.37,79.97,77,0,54.04,0
28.88,77.73,74,0,54.40,0
29.38,81.90,74,0,54.86,0
29.89,77.89,74,0,55.12,0
30.40,82.28,75,0,55.64,0
30.90,84.75,75,0,56.57,0
31.41,88.68,77,0,57.58,0
31.92,88.97,76,0,57.73,0
32.43,89.17,76,0,57.81,0
32.93,94.01,77,0,58.55,0
33.44,94.87,77,0,58.74,0
33.94,93.91,76,0,59.20,0
34.45,98.60,78,0,59.42,0
34.96,88.48,74,0,59.42,0
35.46,90.63,72,1,59.47,0
35.97,92.15,72,0,59.29,0
36.47,95.82,75,0,59.64,0
36.99,91.81,70,0,59.92,0
37.49,97.99,75,0,60.18,0
38.00,97.35,74,1,59.75,0
38.51,97.33,74,1,59.44,0
39.02,90.11,70,0,59.43,0
39.52,91.52,72,0,59.29,0
40.03,95.32,73,0,59.43,0
40.54,95.47,73,2,58.66,0
41.04,93.52,71,3,58.66,0
41.55,94.63,71,4,58.66,0
42.05,94.39,72,2,58.15,0
42.56,96.62,73,1,57.81,0
43.07,96.54,73,0,57.17,0
43.57,95.98,70,0,57.17,0
44.08,94.15,68,2,57.13,0
44.59,94.29,68,0,56.89,0
45.09,90.44,65,0,56.89,0
45.60,85.48,61,0,56.76,0
46.11,77.36,55,0,56.76,0
46.61,75.77,54,0,56.78,0
47.12,79.71,56,0,56.90,0
