run,arm,policy,model,programs_in_tape,calls_total,timeline,t_warm_s,t_drain_s,wall_s_sampler,full_window_s,full_gen_tps,full_prompt_tps,full_calls_per_s,full_lat_p50,full_lat_p90,full_lat_p95,full_lat_p99,full_wait_p90,full_wait_p95,warm_window_s,warm_gen_tps,warm_prompt_tps,warm_calls_per_s,warm_lat_p50,warm_lat_p90,warm_lat_p95,warm_lat_p99,warm_wait_p90,warm_wait_p95,steady_window_s,steady_gen_tps,steady_prompt_tps,steady_calls_per_s,steady_lat_p50,steady_lat_p90,steady_lat_p95,steady_lat_p99,steady_wait_p90,steady_wait_p95
29_AB_coder_size_vs_sim0823,A,size,qwen3-coder-30b,80,1239,recorded,32.5,560.2,1686.7,680.8,571.6,29890.7,1.82,8.4,53.5,114.4,320.6,5.7,12.8,648.4,562.8,28632.1,1.476,8.7,54.3,114.7,298.7,6.3,24.3,527.8,607.5,31839.4,1.707,9.1,57.8,122.8,298.9,6.4,40.7
29_AB_coder_size_vs_sim0823,B,sim0823,qwen3-coder-30b,80,1143,recorded,32.9,481.2,1000.2,998.5,480.6,17942.2,1.145,7.7,65.5,124.8,438.8,4.8,7.7,965.6,472.1,16688.8,0.895,7.8,70.8,134.4,348.6,2.6,13.6,448.4,660.1,30799.7,1.74,6.9,63.0,125.1,320.9,2.9,16.6
