run,arm,policy,model,programs_in_tape,calls_total,timeline,t_warm_s,t_drain_s,wall_s_sampler,full_window_s,full_gen_tps,full_prompt_tps,full_calls_per_s,full_lat_p50,full_lat_p90,full_lat_p95,full_lat_p99,full_wait_p90,full_wait_p95,warm_window_s,warm_gen_tps,warm_prompt_tps,warm_calls_per_s,warm_lat_p50,warm_lat_p90,warm_lat_p95,warm_lat_p99,warm_wait_p90,warm_wait_p95,steady_window_s,steady_gen_tps,steady_prompt_tps,steady_calls_per_s,steady_lat_p50,steady_lat_p90,steady_lat_p95,steady_lat_p99,steady_wait_p90,steady_wait_p95
28_AB_coder_size_vs_hazard,A,size,qwen3-coder-30b,80,1177,reconstructed,33.5,570.4,1113.2,1060.9,499.9,17750.0,1.109,8.4,62.3,146.6,484.1,5.3,7.9,1027.4,490.4,16528.8,0.873,8.2,61.1,128.4,352.5,3.9,16.4,537.0,672.8,27122.2,1.512,8.1,62.1,121.4,363.7,4.5,26.0
28_AB_coder_size_vs_hazard,B,hazard_grade,qwen3-coder-30b,80,1207,reconstructed,32.4,497.2,909.5,907.6,495.3,21108.7,1.33,7.0,55.7,109.6,396.8,5.0,8.9,875.3,483.7,19882.2,1.059,6.9,57.5,101.7,326.2,3.7,17.1,464.8,666.5,33084.8,1.82,6.8,55.4,98.4,325.5,4.1,18.6
