t_s,kv_perc,running,waiting,prefix_hit_cum,preemptions
0.01,0.00,0,0,0.00,0
0.51,0.00,0,0,0.00,0
1.02,0.00,0,0,0.00,0
1.53,0.00,0,0,0.00,0
2.03,0.00,0,0,0.00,0
5.04,1.30,6,10,11.98,0
5.55,4.65,18,62,13.16,0
6.05,6.89,23,57,11.71,0
6.56,10.24,33,47,11.94,0
7.06,13.59,43,37,11.83,0
7.57,15.82,50,30,11.87,0
8.08,19.18,60,20,11.75,0
8.58,21.41,66,14,11.72,0
9.09,23.65,72,8,11.21,0
9.59,27.14,80,0,11.30,0
10.10,27.38,80,0,11.30,0
10.61,27.64,80,0,11.30,0
11.12,27.71,79,0,11.30,0
11.63,28.14,78,0,12.40,0
12.14,30.12,80,0,13.41,0
12.64,29.94,77,0,17.46,0
13.15,32.23,78,0,18.80,0
13.66,34.22,79,0,21.15,0
14.16,35.81,78,0,22.47,0
14.67,36.12,76,0,23.57,0
15.18,36.62,76,0,25.97,0
15.68,39.93,78,1,28.84,0
16.19,41.56,77,0,31.77,0
16.70,43.21,77,0,33.92,0
17.20,44.48,76,0,34.16,0
17.71,47.12,78,0,34.65,0
18.22,47.15,72,0,36.35,0
18.72,50.85,77,2,37.17,0
19.23,52.02,77,0,39.61,0
19.74,52.99,78,0,40.95,0
20.24,50.27,73,1,40.65,0
20.75,55.58,77,1,41.81,0
21.25,59.60,78,0,43.49,0
21.76,60.43,76,0,44.10,0
22.27,56.57,69,0,44.35,0
22.77,60.20,72,2,45.09,0
23.28,60.66,74,0,46.81,0
23.79,65.98,77,0,48.16,0
24.29,67.88,75,1,48.31,0
24.80,67.09,75,0,48.59,0
25.31,64.68,72,0,48.74,0
25.81,69.92,75,2,49.79,0
26.32,76.14,78,0,51.27,0
26.82,78.36,79,0,51.45,0
27.33,74.91,77,0,52.30,0
27.84,69.15,71,0,52.41,0
28.34,75.95,75,0,53.82,0
28.85,80.46,78,0,54.74,0
29.36,83.83,78,0,55.60,0
29.86,79.57,75,0,55.95,0
30.37,83.41,76,0,56.48,0
30.87,82.53,73,0,56.62,0
31.38,87.65,77,0,57.03,0
31.89,84.33,72,0,57.66,0
32.39,90.43,76,1,58.31,0
32.90,88.82,75,0,58.39,0
33.41,87.25,74,0,58.63,0
33.91,94.58,79,0,59.60,0
34.42,96.28,79,0,59.89,0
34.93,94.22,77,0,59.85,0
35.43,94.90,78,0,59.67,0
35.94,94.49,75,0,60.22,0
36.45,97.12,77,1,60.10,0
36.95,96.51,74,0,60.20,0
37.46,98.08,74,3,59.82,0
37.97,96.72,74,2,59.43,0
38.47,98.86,76,2,58.80,0
38.98,99.12,76,0,57.95,0
39.48,96.49,72,1,57.95,0
39.99,97.33,70,0,57.95,3
40.50,85.98,63,0,57.95,3
41.00,81.49,59,0,57.95,3
41.51,83.73,61,10,57.30,3
42.02,88.21,65,8,57.23,3
42.52,88.66,66,6,56.71,3
43.03,88.40,68,3,56.56,3
43.53,91.02,70,0,56.42,3
44.04,93.11,71,0,56.50,3
44.55,97.12,74,2,56.33,3
45.05,97.94,74,0,55.73,3
45.56,95.12,71,0,55.73,3
46.07,97.44,72,0,55.84,3
46.58,95.63,71,0,55.90,3
47.08,89.81,66,0,56.18,3
