scenario,seed,policy,t_s,kv_perc,running,waiting,router_ready,tool,prefill,decode,completed_programs,completed_requests,prefill_tps,decode_tps,prefix_hit_cum,preemptions
coder80_calibration_r0,20260826,fcfs,0.5,3.1355223880597016,19.0,61.0,0.0,0.0,18.0,1.0,0.0,0.0,41636.506521672745,0.0,0.0,0.0
coder80_calibration_r0,20260826,fcfs,1.0,5.960597014925373,26.0,54.0,0.0,0.0,17.0,9.0,0.0,0.0,37446.206553275006,375.0458128958613,0.0,0.0
coder80_calibration_r0,20260826,fcfs,1.5,8.308059701492537,31.0,48.0,0.0,1.0,16.0,15.0,0.0,1.0,35595.7040038963,466.62758274359595,0.0,0.0
coder80_calibration_r0,20260826,fcfs,2.0,11.05910447761194,39.0,40.0,0.0,1.0,19.0,20.0,0.0,1.0,36255.01988048399,527.6499442921794,0.0,0.0
coder80_calibration_r0,20260826,fcfs,2.5,13.566567164179105,44.0,33.0,0.0,3.0,16.0,28.0,0.0,3.0,39168.45957818249,571.9552605784957,0.0,0.0
coder80_calibration_r0,20260826,fcfs,3.0,16.243582089552238,43.0,33.0,3.0,1.0,10.0,33.0,0.0,4.0,40925.184271599195,596.981814400134,0.0,0.0
coder80_calibration_r0,20260826,fcfs,3.543369689129799,17.330149253731342,47.0,29.0,3.0,1.0,7.0,40.0,0.0,7.0,30946.015260555832,618.7795147633827,0.0,0.0
coder80_calibration_r0,20260826,fcfs,4.108437811218091,19.720597014925374,59.0,16.0,4.0,1.0,14.0,45.0,0.0,8.0,33537.72371780469,645.1232376021106,0.0,0.0
coder80_calibration_r0,20260826,fcfs,4.608437811218091,21.6955223880597,63.0,10.0,4.0,3.0,14.0,49.0,0.0,10.0,35764.704484008544,645.5528388723828,0.0,0.0
coder80_calibration_r0,20260826,fcfs,5.144236149751203,24.145671641791044,66.0,6.0,7.0,1.0,11.0,55.0,0.0,11.0,35780.732489556256,668.0550924807808,0.0,0.0
coder80_calibration_r0,20260826,fcfs,5.644236149751203,27.27402985074627,71.0,0.0,7.0,2.0,10.0,61.0,0.0,12.0,32814.967515534954,673.4775609611897,2.6226383459376463,0.0
coder80_calibration_r0,20260826,fcfs,6.0,28.219701492537315,69.0,0.0,7.0,4.0,6.0,63.0,0.0,14.0,30361.495292702064,673.018771810677,2.6226383459376463,0.0
coder80_calibration_r0,20260826,fcfs,6.650400329568655,31.596417910447762,73.0,0.0,6.0,1.0,1.0,72.0,0.0,17.0,15070.893970685243,690.4722992874374,10.462209394025425,0.0
coder80_calibration_r0,20260826,fcfs,7.201974275505566,29.3444776119403,67.0,0.0,9.0,4.0,0.0,67.0,0.0,23.0,3137.3933933580925,749.688675224679,10.462209394025425,0.0
coder80_calibration_r0,20260826,fcfs,7.648294143391824,27.675223880597017,63.0,0.0,13.0,4.0,0.0,63.0,0.0,27.0,0.0,799.2227058884049,10.462209394025425,0.0
coder80_calibration_r0,20260826,fcfs,8.148294143391823,27.715820895522388,63.0,0.0,13.0,4.0,0.0,63.0,0.0,27.0,0.0,802.8923890557104,10.462209394025425,0.0
coder80_calibration_r0,20260826,fcfs,8.735585994274782,26.11820895522388,59.0,0.0,16.0,5.0,0.0,59.0,0.0,31.0,0.0,791.5920892785867,10.462209394025425,0.0
coder80_calibration_r0,20260826,fcfs,9.0,25.659701492537312,58.0,0.0,17.0,5.0,0.0,58.0,0.0,32.0,0.0,795.1307438739527,10.462209394025425,0.0
coder80_calibration_r0,20260826,fcfs,9.5,31.87820895522388,69.0,0.0,0.0,11.0,6.0,63.0,0.0,38.0,20322.460814345628,643.3666354099969,21.43518772433378,0.0
coder80_calibration_r0,20260826,fcfs,10.254734237168146,31.84955223880597,64.0,0.0,4.0,12.0,3.0,61.0,0.0,43.0,26606.603996750204,676.4434263142845,21.43518772433378,0.0
coder80_calibration_r0,20260826,fcfs,10.559129164798065,31.53194029850746,63.0,0.0,11.0,6.0,0.0,63.0,0.0,44.0,1734.1110964462198,755.5035672367931,21.43518772433378,0.0
coder80_calibration_r0,20260826,fcfs,11.103601225020615,30.16358208955224,60.0,0.0,13.0,7.0,0.0,60.0,0.0,47.0,0.0,790.6327501033408,21.43518772433378,0.0
coder80_calibration_r0,20260826,fcfs,11.504799330482673,29.869850746268657,59.0,0.0,15.0,6.0,0.0,59.0,0.0,48.0,0.0,790.8593016506152,21.43518772433378,0.0
coder80_calibration_r0,20260826,fcfs,12.0,29.179701492537312,58.0,0.0,17.0,5.0,0.0,58.0,0.0,49.0,0.0,790.6424670403514,21.43518772433378,0.0
coder80_calibration_r0,20260826,fcfs,12.629346893593716,38.97074626865672,73.0,0.0,2.0,5.0,6.0,67.0,0.0,51.0,24341.347812668835,678.1033415695845,30.22370048390389,0.0
coder80_calibration_r0,20260826,fcfs,13.087007624597065,37.28955223880597,68.0,0.0,3.0,9.0,5.0,63.0,0.0,56.0,30050.65652312076,660.4234610458723,30.22370048390389,0.0
coder80_calibration_r0,20260826,fcfs,13.99337999050199,35.319402985074625,65.0,0.0,10.0,4.0,0.0,65.0,1.0,59.0,4010.319680346377,769.7443773716705,30.22370048390389,0.0
coder80_calibration_r0,20260826,fcfs,14.029080062581517,35.32179104477612,65.0,0.0,11.0,3.0,0.0,65.0,1.0,59.0,0.0,805.334241801757,30.22370048390389,0.0
coder80_calibration_r0,20260826,fcfs,14.680493854023808,35.15701492537313,64.0,0.0,12.0,3.0,0.0,64.0,1.0,60.0,0.0,797.6911539327606,30.22370048390389,0.0
coder80_calibration_r0,20260826,fcfs,15.0,35.19522388059701,64.0,0.0,13.0,2.0,0.0,64.0,1.0,60.0,0.0,803.6037429544434,30.22370048390389,0.0
coder80_calibration_r0,20260826,fcfs,15.937870844331854,43.93074626865672,73.0,0.0,4.0,2.0,5.0,68.0,1.0,64.0,28348.10583851735,687.3352622027038,34.79871548365664,0.0
coder80_calibration_r0,20260826,fcfs,16.032114803122205,44.30089552238806,73.0,0.0,5.0,1.0,4.0,69.0,1.0,64.0,25649.030582343523,689.5880836871839,34.79871548365664,0.0
coder80_calibration_r0,20260826,fcfs,16.532114803122205,43.91164179104478,70.0,0.0,5.0,4.0,0.0,70.0,1.0,67.0,8577.743721612263,680.9100114564862,34.79871548365664,0.0
coder80_calibration_r0,20260826,fcfs,17.00112211444489,43.582089552238806,69.0,0.0,7.0,3.0,0.0,69.0,1.0,68.0,0.0,811.3079060796535,34.79871548365664,0.0
coder80_calibration_r0,20260826,fcfs,17.579941305460565,41.490149253731346,66.0,0.0,11.0,2.0,0.0,66.0,1.0,71.0,0.0,802.3420489780632,34.79871548365664,0.0
coder80_calibration_r0,20260826,fcfs,18.0,41.53791044776119,66.0,0.0,12.0,1.0,0.0,66.0,1.0,71.0,0.0,806.1815087176329,34.79871548365664,0.0
coder80_calibration_r0,20260826,fcfs,18.5,47.99522388059702,77.0,0.0,0.0,2.0,0.0,77.0,1.0,72.0,2660.0,692.5063402792912,40.08851073865196,0.0
coder80_calibration_r0,20260826,fcfs,19.114520065062408,45.67164179104478,75.0,0.0,3.0,1.0,0.0,75.0,1.0,74.0,0.0,816.4237880744464,40.08851073865196,0.0
coder80_calibration_r0,20260826,fcfs,19.834163895578893,43.682388059701495,70.0,0.0,4.0,5.0,0.0,70.0,1.0,79.0,0.0,806.4853625560047,40.08851073865196,0.0
coder80_calibration_r0,20260826,fcfs,20.019608492359314,43.18089552238806,69.0,0.0,6.0,4.0,0.0,69.0,1.0,80.0,0.0,810.528507192759,40.08851073865196,0.0
coder80_calibration_r0,20260826,fcfs,20.86144761627879,37.2155223880597,60.0,0.0,10.0,9.0,0.0,60.0,1.0,89.0,0.0,790.3406834462313,40.08851073865196,0.0
coder80_calibration_r0,20260826,fcfs,21.0,37.24417910447761,60.0,0.0,14.0,5.0,0.0,60.0,1.0,89.0,0.0,795.7858511194177,40.08851073865196,0.0
coder80_calibration_r0,20260826,fcfs,21.527227119579482,45.277611940298506,72.0,0.0,5.0,2.0,4.0,68.0,1.0,91.0,23689.310671939846,684.9752947826885,44.104080255118156,0.0
coder80_calibration_r0,20260826,fcfs,22.027227119579482,46.760597014925374,72.0,0.0,5.0,2.0,2.0,70.0,1.0,91.0,19262.190122723812,690.4249417719984,44.104080255118156,0.0
coder80_calibration_r0,20260826,fcfs,22.791138093702592,45.02925373134328,69.0,0.0,7.0,3.0,0.0,69.0,1.0,94.0,1745.305347626819,770.0749984467036,44.104080255118156,0.0
coder80_calibration_r0,20260826,fcfs,23.153324247066223,45.06507462686567,69.0,0.0,8.0,2.0,0.0,69.0,1.0,94.0,0.0,810.5998189196224,44.104080255118156,0.0
coder80_calibration_r0,20260826,fcfs,23.613284106692163,44.24597014925373,68.0,0.0,9.0,2.0,0.0,68.0,1.0,95.0,0.0,806.4333690604271,44.104080255118156,0.0
coder80_calibration_r0,20260826,fcfs,24.0,42.94925373134328,66.0,0.0,12.0,1.0,0.0,66.0,1.0,97.0,0.0,806.5436691179624,44.104080255118156,0.0
coder80_calibration_r0,20260826,fcfs,24.504693987047002,53.94149253731343,77.0,0.0,1.0,1.0,3.0,74.0,1.0,98.0,17072.130272800656,688.5097257830137,48.568252109015056,0.0
coder80_calibration_r0,20260826,fcfs,25.004693987047002,53.10567164179105,76.0,0.0,1.0,2.0,0.0,76.0,1.0,99.0,10889.597010468831,691.3877802601855,48.568252109015056,0.0
coder80_calibration_r0,20260826,fcfs,25.504693987047002,50.187462686567166,73.0,0.0,1.0,5.0,0.0,73.0,1.0,102.0,0.0,796.5782783843242,48.568252109015056,0.0
coder80_calibration_r0,20260826,fcfs,26.2803108674686,47.19522388059701,69.0,0.0,3.0,7.0,0.0,69.0,1.0,106.0,0.0,800.4783808334277,48.568252109015056,0.0
coder80_calibration_r0,20260826,fcfs,26.677173440209636,46.11820895522388,67.0,0.0,6.0,6.0,0.0,67.0,1.0,108.0,0.0,802.0012370391951,48.568252109015056,0.0
coder80_calibration_r0,20260826,fcfs,27.0,44.40358208955224,65.0,0.0,7.0,7.0,0.0,65.0,1.0,110.0,0.0,798.0398504735429,48.568252109015056,0.0
coder80_calibration_r0,20260826,fcfs,27.710122938397376,51.89253731343283,71.0,0.0,6.0,2.0,1.0,70.0,1.0,111.0,13578.50031469607,689.1124020020911,50.80397985531397,0.0
coder80_calibration_r0,20260826,fcfs,28.210122938397376,50.96835820895522,69.0,0.0,6.0,4.0,0.0,69.0,1.0,113.0,1065.1909149967832,680.039253613766,50.80397985531397,0.0
coder80_calibration_r0,20260826,fcfs,28.752269252226608,46.93253731343284,66.0,0.0,8.0,5.0,0.0,66.0,1.0,116.0,0.0,806.0690909653664,50.80397985531397,0.0
coder80_calibration_r0,20260826,fcfs,29.00965785166791,46.961194029850745,66.0,0.0,10.0,3.0,0.0,66.0,1.0,116.0,0.0,805.4261074504768,50.80397985531397,0.0
coder80_calibration_r0,20260826,fcfs,29.50965785166791,45.23701492537313,63.0,0.0,10.0,6.0,0.0,63.0,1.0,119.0,0.0,792.1570474929395,50.80397985531397,0.0
coder80_calibration_r0,20260826,fcfs,30.0,45.301492537313436,63.0,0.0,14.0,2.0,0.0,63.0,1.0,119.0,0.0,800.3452802237961,50.80397985531397,0.0
coder80_calibration_r0,20260826,fcfs,30.634765969962494,57.21313432835821,76.0,0.0,2.0,1.0,5.0,71.0,1.0,120.0,25988.39739090509,685.2698677842039,52.886472919046206,0.0
coder80_calibration_r0,20260826,fcfs,31.134765969962494,58.973134328358206,76.0,0.0,2.0,1.0,1.0,75.0,1.0,120.0,22944.72429658787,695.2276325800995,52.886472919046206,0.0
coder80_calibration_r0,20260826,fcfs,31.738343424087308,59.073432835820896,76.0,0.0,3.0,0.0,0.0,76.0,1.0,120.0,172.4510638798829,797.9271910730236,52.886472919046206,0.0
coder80_calibration_r0,20260826,fcfs,32.238343424087304,54.884776119402986,73.0,0.0,3.0,3.0,0.0,73.0,1.0,123.0,0.0,813.9789330430052,52.886472919046206,0.0
coder80_calibration_r0,20260826,fcfs,32.505894901645114,54.526567164179106,72.0,0.0,5.0,2.0,0.0,72.0,1.0,124.0,0.0,812.7744826799524,52.886472919046206,0.0
coder80_calibration_r0,20260826,fcfs,33.0,49.71462686567164,68.0,0.0,5.0,6.0,0.0,68.0,1.0,128.0,0.0,786.1181395701267,52.886472919046206,0.0
coder80_calibration_r0,20260826,fcfs,33.645890855294766,56.38686567164179,71.0,0.0,3.0,5.0,1.0,70.0,1.0,130.0,7937.449218327142,684.5398744183694,54.82479586654056,0.0
coder80_calibration_r0,20260826,fcfs,34.03075174216809,55.41014925373134,69.0,0.0,7.0,3.0,0.0,69.0,1.0,132.0,1071.2289805940889,744.3064658501064,54.82479586654056,0.0
coder80_calibration_r0,20260826,fcfs,34.65357750037565,53.00537313432836,68.0,0.0,11.0,0.0,0.0,68.0,1.0,133.0,0.0,808.1449884948532,54.82479586654056,0.0
coder80_calibration_r0,20260826,fcfs,35.15357750037565,50.95164179104478,67.0,0.0,11.0,1.0,0.0,67.0,1.0,134.0,0.0,802.6306153772457,54.82479586654056,0.0
coder80_calibration_r0,20260826,fcfs,35.76139814598311,46.46925373134329,63.0,0.0,12.0,4.0,0.0,63.0,1.0,138.0,0.0,782.0070708198178,54.82479586654056,0.0
coder80_calibration_r0,20260826,fcfs,36.0,45.662089552238804,61.0,0.0,13.0,5.0,0.0,61.0,1.0,140.0,0.0,797.115359859322,54.82479586654056,0.0
coder80_calibration_r0,20260826,fcfs,36.894201182723705,58.7844776119403,71.0,0.0,5.0,3.0,3.0,68.0,1.0,143.0,26278.504995649506,681.7847495948778,57.33761335651954,0.0
coder80_calibration_r0,20260826,fcfs,37.219400306441656,57.90328358208955,69.0,0.0,6.0,4.0,0.0,69.0,1.0,145.0,4808.530031698197,673.6697584876845,57.33761335651954,0.0
coder80_calibration_r0,20260826,fcfs,37.55986050707812,57.265671641791045,68.0,0.0,8.0,3.0,0.0,68.0,1.0,146.0,0.0,807.67680246965,57.33761335651954,0.0
coder80_calibration_r0,20260826,fcfs,38.41723021525818,49.59522388059702,63.0,0.0,11.0,5.0,0.0,63.0,1.0,151.0,0.0,794.4739456879657,57.33761335651954,0.0
coder80_calibration_r0,20260826,fcfs,38.91723021525818,47.78268656716418,61.0,0.0,11.0,7.0,0.0,61.0,1.0,153.0,0.0,783.8145279337477,57.33761335651954,0.0
coder80_calibration_r0,20260826,fcfs,39.0,47.78268656716418,61.0,0.0,12.0,6.0,0.0,61.0,1.0,153.0,0.0,796.1800684500707,57.33761335651954,0.0
coder80_calibration_r0,20260826,fcfs,39.61762922414191,58.18507462686567,69.0,0.0,2.0,8.0,3.0,66.0,1.0,157.0,21310.988896476236,679.1505967064015,59.65676120851102,0.0
coder80_calibration_r0,20260826,fcfs,40.25281475721865,56.286567164179104,66.0,0.0,7.0,6.0,0.0,66.0,1.0,160.0,3607.938693237977,735.9924796933742,59.65676120851102,0.0
coder80_calibration_r0,20260826,fcfs,40.69275784349732,50.89432835820895,62.0,0.0,10.0,7.0,0.0,62.0,1.0,164.0,0.0,793.0522500544256,59.65676120851102,0.0
coder80_calibration_r0,20260826,fcfs,41.111818171501035,45.81492537313433,56.0,0.0,13.0,10.0,0.0,56.0,1.0,170.0,0.0,778.362895140439,59.65676120851102,0.0
coder80_calibration_r0,20260826,fcfs,41.784957225826666,44.43223880597015,54.0,0.0,19.0,6.0,0.0,54.0,1.0,172.0,0.0,780.9398923170775,59.65676120851102,0.0
coder80_calibration_r0,20260826,fcfs,42.0,44.46328358208955,54.0,0.0,21.0,4.0,0.0,54.0,1.0,172.0,0.0,781.551244684225,59.65676120851102,0.0
coder80_calibration_r0,20260826,fcfs,42.5711973556377,65.38268656716419,71.0,0.0,2.0,6.0,6.0,65.0,1.0,176.0,24986.915600270506,670.8982802432346,62.72155130803006,0.0
coder80_calibration_r0,20260826,fcfs,43.02830496668515,65.93671641791045,70.0,0.0,3.0,6.0,5.0,65.0,1.0,177.0,28801.638949190954,682.2131952373262,62.72155130803006,0.0
coder80_calibration_r0,20260826,fcfs,43.629265790277586,62.21850746268657,64.0,0.0,6.0,9.0,0.0,64.0,1.0,183.0,8613.026516979127,715.670391348881,62.72155130803006,0.0
coder80_calibration_r0,20260826,fcfs,44.00553514303859,62.26626865671642,64.0,0.0,11.0,4.0,0.0,64.0,1.0,183.0,0.0,799.7545891128499,62.72155130803006,0.0
coder80_calibration_r0,20260826,fcfs,44.870958619182346,61.26805970149254,63.0,0.0,15.0,1.0,0.0,63.0,1.0,184.0,0.0,797.8336553759608,62.72155130803006,0.0
coder80_calibration_r0,20260826,fcfs,45.0,61.28,63.0,0.0,15.0,1.0,0.0,63.0,1.0,184.0,0.0,798.0423536833207,62.72155130803006,0.0
coder80_calibration_r0,20260826,fcfs,45.5,75.60119402985075,78.0,0.0,0.0,1.0,5.0,73.0,1.0,184.0,17712.853698886465,691.3751021782009,63.81012228867268,0.0
coder80_calibration_r0,20260826,fcfs,46.335558096585174,75.36238805970149,76.0,0.0,1.0,2.0,0.0,76.0,1.0,186.0,21938.119234882193,689.805023568889,63.81012228867268,0.0
coder80_calibration_r0,20260826,fcfs,46.9620519615047,75.43402985074627,76.0,0.0,2.0,1.0,0.0,76.0,1.0,186.0,0.0,817.012781612947,63.81012228867268,0.0
coder80_calibration_r0,20260826,fcfs,47.4620519615047,71.18805970149253,74.0,0.0,2.0,3.0,0.0,74.0,1.0,188.0,0.0,806.4779439047852,63.81012228867268,0.0
coder80_calibration_r0,20260826,fcfs,47.50380280516167,70.72,73.0,0.0,3.0,3.0,0.0,73.0,1.0,189.0,0.0,813.4832271916009,63.81012228867268,0.0
coder80_calibration_r0,20260826,fcfs,48.0,66.37850746268657,71.0,0.0,5.0,3.0,0.0,71.0,1.0,191.0,0.0,809.2240788726657,63.81012228867268,0.0
coder80_calibration_r0,20260826,fcfs,48.543678623803565,68.59223880597015,72.0,0.0,5.0,2.0,0.0,72.0,1.0,195.0,1300.4005841793846,765.5284720879519,64.81995477553443,0.0
coder80_calibration_r0,20260826,fcfs,49.24068130405415,65.25134328358209,70.0,0.0,6.0,3.0,0.0,70.0,1.0,197.0,0.0,805.9719654822691,64.81995477553443,0.0
coder80_calibration_r0,20260826,fcfs,49.917411664431675,63.847164179104475,69.0,0.0,8.0,2.0,0.0,69.0,1.0,198.0,0.0,806.486183662147,64.81995477553443,0.0
coder80_calibration_r0,20260826,fcfs,50.417411664431675,63.91164179104478,69.0,0.0,8.0,2.0,0.0,69.0,1.0,198.0,0.0,808.094457525207,64.81995477553443,0.0
coder80_calibration_r0,20260826,fcfs,50.917411664431675,62.025074626865674,67.0,0.0,8.0,4.0,0.0,67.0,1.0,200.0,0.0,799.3473029018787,64.81995477553443,0.0
coder80_calibration_r0,20260826,fcfs,51.0,62.02746268656716,67.0,0.0,8.0,4.0,0.0,67.0,1.0,200.0,0.0,805.0494482485036,64.81995477553443,0.0
coder80_calibration_r0,20260826,fcfs,51.83145555973781,74.97074626865671,72.0,0.0,4.0,3.0,1.0,71.0,1.0,203.0,13637.423966803115,679.7039469329525,66.50026360774136,0.0
coder80_calibration_r0,20260826,fcfs,52.03009407532895,74.6579104477612,71.0,0.0,5.0,3.0,0.0,71.0,1.0,204.0,1455.3472746187258,681.9161057010832,66.50026360774136,0.0
coder80_calibration_r0,20260826,fcfs,52.9817849665059,71.43641791044776,68.0,0.0,8.0,3.0,0.0,68.0,1.0,207.0,0.0,800.8939575833945,66.50026360774136,0.0
coder80_calibration_r0,20260826,fcfs,53.0251320197424,71.44358208955224,68.0,0.0,9.0,2.0,0.0,68.0,1.0,207.0,0.0,805.4504714779576,66.50026360774136,0.0
coder80_calibration_r0,20260826,fcfs,53.611971761639765,68.18149253731343,64.0,0.0,11.0,4.0,0.0,64.0,1.0,211.0,0.0,787.3799201383812,66.50026360774136,0.0
coder80_calibration_r0,20260826,fcfs,54.0,68.2220895522388,64.0,0.0,12.0,3.0,0.0,64.0,1.0,211.0,0.0,798.9133715790475,66.50026360774136,0.0
coder80_calibration_r0,20260826,fcfs,54.87944914275374,80.55164179104477,74.0,0.0,3.0,2.0,4.0,70.0,1.0,213.0,22078.859006249466,686.0221655184034,67.14230345312065,0.0
coder80_calibration_r0,20260826,fcfs,55.04367928822177,81.01731343283582,74.0,0.0,4.0,1.0,2.0,72.0,1.0,213.0,18531.827469602402,689.3971962203918,67.14230345312065,0.0
coder80_calibration_r0,20260826,fcfs,55.50013884674935,78.70328358208955,72.0,0.0,6.0,1.0,0.0,72.0,1.0,215.0,2138.813033079316,719.7602857719405,67.14230345312065,0.0
coder80_calibration_r0,20260826,fcfs,56.00013884674935,76.45850746268657,71.0,0.0,6.0,1.0,0.0,71.0,2.0,216.0,0.0,808.6383523694822,67.14230345312065,0.0
coder80_calibration_r0,20260826,fcfs,56.50013884674935,74.22567164179104,69.0,0.0,6.0,3.0,0.0,69.0,2.0,218.0,0.0,796.9463791406015,67.14230345312065,0.0
coder80_calibration_r0,20260826,fcfs,57.0,74.28298507462686,69.0,0.0,8.0,1.0,0.0,69.0,2.0,218.0,0.0,806.7173993880808,67.14230345312065,0.0
coder80_calibration_r0,20260826,fcfs,57.5,82.89194029850746,76.0,0.0,0.0,2.0,3.0,73.0,2.0,219.0,13495.885839703027,686.93733178197,67.66143099380074,0.0
coder80_calibration_r0,20260826,fcfs,58.0,81.38985074626866,75.0,0.0,0.0,3.0,1.0,74.0,2.0,220.0,17062.106458180584,689.2837232101447,67.66143099380074,0.0
coder80_calibration_r0,20260826,fcfs,58.93119512603864,81.55462686567164,75.0,0.0,1.0,2.0,0.0,75.0,2.0,220.0,401.6385401942878,758.2751078619774,67.66143099380074,0.0
coder80_calibration_r0,20260826,fcfs,59.43119512603864,80.23880597014926,73.0,0.0,1.0,4.0,0.0,73.0,2.0,222.0,0.0,802.9517012565193,67.66143099380074,0.0
coder80_calibration_r0,20260826,fcfs,59.6968414341515,78.4023880597015,72.0,0.0,2.0,4.0,0.0,72.0,2.0,223.0,0.0,808.0275587748393,67.66143099380074,0.0
coder80_calibration_r0,20260826,fcfs,60.0,75.74925373134329,71.0,0.0,3.0,4.0,0.0,71.0,2.0,224.0,0.0,803.7929080819014,67.66143099380074,0.0
coder80_calibration_r0,20260826,fcfs,60.71944276360823,76.78805970149254,72.0,0.0,3.0,3.0,0.0,72.0,2.0,226.0,12953.080455298947,684.524706837152,67.8188723580638,0.0
coder80_calibration_r0,20260826,fcfs,61.21944276360823,72.96477611940298,70.0,0.0,3.0,5.0,0.0,70.0,2.0,228.0,0.0,799.7394383759383,67.8188723580638,0.0
coder80_calibration_r0,20260826,fcfs,61.558985152416525,72.03343283582089,69.0,0.0,5.0,4.0,0.0,69.0,2.0,229.0,0.0,804.7904878270682,67.8188723580638,0.0
coder80_calibration_r0,20260826,fcfs,62.214883238573016,65.86029850746269,66.0,0.0,11.0,1.0,0.0,66.0,2.0,232.0,0.0,802.8798326490031,67.8188723580638,0.0
coder80_calibration_r0,20260826,fcfs,62.57134428916668,65.91044776119404,66.0,0.0,12.0,0.0,0.0,66.0,2.0,232.0,0.0,802.8114183770745,67.8188723580638,0.0
coder80_calibration_r0,20260826,fcfs,63.0,65.94865671641791,66.0,0.0,12.0,0.0,0.0,66.0,2.0,232.0,0.0,802.805536692633,67.8188723580638,0.0
coder80_calibration_r0,20260826,fcfs,63.5,88.18388059701492,76.0,0.0,0.0,1.0,3.0,73.0,3.0,234.0,15071.343775738962,682.9361511673196,69.60403827147078,0.0
coder80_calibration_r0,20260826,fcfs,64.0,88.39641791044777,74.0,0.0,0.0,3.0,3.0,71.0,3.0,236.0,19358.129229770042,680.5764357401204,69.60403827147078,0.0
coder80_calibration_r0,20260826,fcfs,64.7244981885584,88.85731343283582,74.0,0.0,3.0,0.0,0.0,74.0,3.0,236.0,3660.828334882634,739.4448853368385,69.60403827147078,0.0
coder80_calibration_r0,20260826,fcfs,65.2244981885584,83.03283582089553,71.0,0.0,3.0,3.0,0.0,71.0,3.0,239.0,0.0,802.109356804649,69.60403827147078,0.0
coder80_calibration_r0,20260826,fcfs,65.68551544669023,78.96358208955223,68.0,0.0,4.0,5.0,0.0,68.0,3.0,242.0,0.0,787.3503517611797,69.60403827147078,0.0
coder80_calibration_r0,20260826,fcfs,66.0,77.40179104477612,66.0,0.0,4.0,7.0,0.0,66.0,3.0,244.0,0.0,784.0839719998417,69.60403827147078,0.0
coder80_calibration_r0,20260826,fcfs,66.62466934948678,72.97910447761194,67.0,0.0,5.0,5.0,0.0,67.0,3.0,247.0,691.5658665739331,783.9497961072223,69.8282246942336,0.0
coder80_calibration_r0,20260826,fcfs,67.12466934948678,67.46268656716418,64.0,0.0,5.0,8.0,0.0,64.0,3.0,250.0,0.0,780.2338427165814,69.8282246942336,0.0
coder80_calibration_r0,20260826,fcfs,67.64589573552546,65.3468656716418,63.0,0.0,9.0,5.0,0.0,63.0,3.0,251.0,0.0,793.1045887465938,69.8282246942336,0.0
coder80_calibration_r0,20260826,fcfs,68.00267885261647,63.50567164179105,62.0,0.0,11.0,4.0,0.0,62.0,3.0,252.0,0.0,796.6883093300032,69.8282246942336,0.0
coder80_calibration_r0,20260826,fcfs,68.52911247018618,63.56537313432836,62.0,0.0,14.0,1.0,0.0,62.0,3.0,252.0,0.0,795.814409217827,69.8282246942336,0.0
coder80_calibration_r0,20260826,fcfs,69.0,63.63223880597015,62.0,0.0,14.0,1.0,0.0,62.0,3.0,252.0,0.0,795.8068229739667,69.8282246942336,0.0
coder80_calibration_r0,20260826,fcfs,69.5,90.2423880597015,76.0,0.0,0.0,1.0,6.0,70.0,3.0,252.0,23630.2393963621,686.5664976592234,71.08292634770915,0.0
coder80_calibration_r0,20260826,fcfs,70.0,83.38388059701492,73.0,0.0,0.0,4.0,6.0,67.0,3.0,255.0,29910.87494848855,667.927679162618,71.08292634770915,0.0
coder80_calibration_r0,20260826,fcfs,70.57058876652414,80.62328358208956,70.0,0.0,3.0,4.0,0.0,70.0,3.0,258.0,11190.9718560946,701.9687894873566,71.08292634770915,0.0
coder80_calibration_r0,20260826,fcfs,71.08763767045248,79.34567164179104,68.0,0.0,4.0,5.0,0.0,68.0,3.0,260.0,0.0,797.7693831807791,71.08292634770915,0.0
coder80_calibration_r0,20260826,fcfs,71.60092198177483,79.39820895522388,68.0,0.0,7.0,2.0,0.0,68.0,3.0,260.0,0.0,804.3907604238052,71.08292634770915,0.0
coder80_calibration_r0,20260826,fcfs,72.0,76.59701492537313,66.0,0.0,8.0,3.0,0.0,66.0,3.0,262.0,0.0,793.9836811314636,71.08292634770915,0.0
coder80_calibration_r0,20260826,fcfs,72.57140766648834,87.09731343283582,72.0,0.0,1.0,4.0,0.0,72.0,3.0,264.0,2548.093218538763,680.7910772187105,72.42259751238095,0.0
coder80_calibration_r0,20260826,fcfs,73.11829095537055,83.21432835820896,70.0,0.0,3.0,4.0,0.0,70.0,3.0,266.0,0.0,804.0696367878336,72.42259751238095,0.0
coder80_calibration_r0,20260826,fcfs,73.52251060352872,78.01074626865672,67.0,0.0,8.0,2.0,0.0,67.0,3.0,269.0,0.0,802.4651822687139,72.42259751238095,0.0
coder80_calibration_r0,20260826,fcfs,74.03253335741925,75.9068656716418,63.0,0.0,11.0,3.0,0.0,63.0,3.0,273.0,0.0,781.9703226844246,72.42259751238095,0.0
coder80_calibration_r0,20260826,fcfs,74.53253335741925,71.95223880597015,61.0,0.0,11.0,5.0,0.0,61.0,3.0,275.0,0.0,791.560769131931,72.42259751238095,0.0
coder80_calibration_r0,20260826,fcfs,75.0,72.01194029850747,61.0,0.0,14.0,2.0,0.0,61.0,3.0,275.0,0.0,792.6125194886746,72.42259751238095,0.0
