run,arm,policy,model,programs_in_tape,calls_total,timeline,t_warm_s,t_drain_s,wall_s_sampler,full_window_s,full_gen_tps,full_prompt_tps,full_calls_per_s,full_lat_p50,full_lat_p90,full_lat_p95,full_lat_p99,full_wait_p90,full_wait_p95,warm_window_s,warm_gen_tps,warm_prompt_tps,warm_calls_per_s,warm_lat_p50,warm_lat_p90,warm_lat_p95,warm_lat_p99,warm_wait_p90,warm_wait_p95,steady_window_s,steady_gen_tps,steady_prompt_tps,steady_calls_per_s,steady_lat_p50,steady_lat_p90,steady_lat_p95,steady_lat_p99,steady_wait_p90,steady_wait_p95
30_AB_coder_size_vs_bdp,A,size,qwen3-coder-30b,80,1266,recorded,32.9,510.7,819.0,817.6,487.3,24972.1,1.548,7.0,50.7,94.0,369.0,4.8,6.7,784.7,476.9,23698.7,1.262,6.8,52.5,101.1,357.6,3.3,10.0,477.8,605.8,33288.2,1.859,7.0,52.7,109.4,386.7,3.9,11.7
30_AB_coder_size_vs_bdp,B,bdp,qwen3-coder-30b,80,1157,recorded,32.4,561.7,1323.3,1088.1,425.4,16540.4,1.063,9.0,59.3,129.2,404.7,4.6,6.7,1055.7,415.5,15396.9,0.845,8.9,63.7,134.3,386.0,2.2,9.2,529.4,564.0,26061.0,1.492,8.8,59.6,128.4,313.9,2.5,13.3
