t_s,kv_perc,running,waiting,prefix_hit_cum,preemptions
0.01,0.00,0,0,0.00,0
0.51,0.00,0,0,0.00,0
1.02,0.00,0,0,0.00,0
1.53,0.00,0,0,0.00,0
2.03,0.00,0,0,0.00,0
5.04,0.54,1,0,0.00,0
5.55,0.54,1,0,0.00,0
6.05,3.72,6,46,12.22,0
6.56,3.72,6,46,12.22,0
7.06,6.90,10,70,13.13,0
7.57,10.08,14,66,12.71,0
8.08,10.08,14,66,12.71,0
8.58,13.26,17,63,12.47,0
9.09,13.26,17,63,12.47,0
9.59,16.43,21,59,12.40,0
10.10,16.43,21,59,12.40,0
10.60,19.60,22,58,11.54,0
11.11,22.78,25,55,11.49,0
11.61,22.78,25,55,11.49,0
12.12,25.95,29,51,11.69,0
12.63,25.95,29,51,11.69,0
13.13,29.12,33,47,11.73,0
13.64,29.12,33,47,11.73,0
14.15,32.31,36,44,11.72,0
14.65,35.49,40,40,11.79,0
15.16,35.49,40,40,11.79,0
15.66,38.65,43,37,11.79,0
16.17,38.65,43,37,11.79,0
16.67,41.82,47,33,11.06,0
17.18,41.82,47,33,11.06,0
17.68,44.97,47,33,11.06,0
18.19,44.97,47,33,11.06,0
18.70,48.16,50,30,11.03,0
19.20,51.34,53,27,11.05,0
19.71,51.34,53,27,11.05,0
20.21,54.53,56,24,11.05,0
20.72,54.53,56,24,11.05,0
21.22,57.69,60,20,11.07,0
21.73,57.69,60,20,11.07,0
22.23,60.89,62,18,11.03,0
22.74,64.08,66,14,11.08,0
23.24,64.08,66,14,11.08,0
23.75,67.25,69,11,11.14,0
24.25,67.25,69,11,11.14,0
24.76,70.43,73,7,11.14,0
25.26,70.43,73,7,11.14,0
25.77,73.62,75,5,11.10,0
26.27,76.78,79,1,11.21,0
26.78,77.41,80,0,11.30,0
27.29,77.79,80,0,11.30,0
27.79,78.19,80,0,11.30,0
28.30,78.61,80,0,11.30,0
28.80,79.06,80,0,11.30,0
29.31,79.43,80,0,11.30,0
29.81,79.82,80,0,11.30,0
30.32,80.19,80,0,11.30,0
30.83,80.62,80,0,11.30,0
31.34,81.05,80,0,11.30,0
31.84,81.41,80,0,11.30,0
32.35,81.80,80,0,11.30,0
32.85,82.16,80,0,11.30,0
33.36,82.60,80,0,11.30,0
33.87,83.03,80,0,11.30,0
34.37,83.43,80,0,11.30,0
34.88,83.78,80,0,11.30,0
35.38,84.07,80,0,12.35,0
35.89,84.50,80,0,12.35,0
36.40,84.92,80,0,12.35,0
36.90,85.29,80,0,12.35,0
37.41,85.68,80,0,12.35,0
37.92,85.65,79,0,12.35,0
38.42,85.65,79,0,12.35,0
38.93,88.40,80,0,12.45,0
39.44,87.80,79,0,12.45,0
39.94,87.84,79,0,12.45,0
40.45,90.80,80,0,13.08,0
40.96,89.16,78,0,13.08,0
41.46,90.59,79,0,13.92,0
41.97,93.78,80,0,14.51,0
42.47,94.19,80,0,14.51,0
42.98,94.59,80,0,14.51,0
43.49,94.90,80,0,14.51,0
43.99,92.10,78,0,14.51,0
44.50,95.36,79,0,15.37,0
45.01,98.11,80,0,16.42,0
45.51,98.52,80,0,16.42,0
46.02,97.88,79,1,18.03,0
46.52,96.64,78,1,18.72,0
47.03,99.65,79,1,18.59,0
