policy,mean_program_ct,p50_program_ct,p90_program_ct,p95_program_ct,makespan,program_throughput,mean_request_ct,completed_programs,completed_requests,warm_admits,cold_admits,recompute_service,preempt_events,preempted_requests_unique,preempted_request_ratio,memory_keep_events,memory_delete_events,evictions,deleted_from_memory_ratio,memory_violations,decision_wall_sec,decision_cpu_sec,decision_calls,mean_decision_ms,p95_decision_ms,memory_utilization,mean_active,mean_program_ct_e2e_1ms,p90_program_ct_e2e_1ms,makespan_e2e_1ms,mean_program_ct_e2e_10ms,p90_program_ct_e2e_10ms,makespan_e2e_10ms,mean_program_ct_e2e_50ms,p90_program_ct_e2e_50ms,makespan_e2e_50ms,preset,n,rep,seed,profile,prior_mix,token_cv,memory_factor,p_mean,d_mean,M,qmax_obs,total_requests_instance,mean_requests_per_program,runtime_sec,lambda_current_last,dual_updates,lambda_projected_last,lambda_present_last,lambda_future_last,lp_resolves,lp_failures,lambda_peak_last,lambda_mean,selective_skips,mean_program_ct_base,p90_program_ct_base,p95_program_ct_base,makespan_base,program_throughput_base,mean_program_ct_e2e_10ms_base,recompute_service_base,decision_wall_sec_base,mean_program_ct_impr_pct,p90_program_ct_impr_pct,p95_program_ct_impr_pct,makespan_impr_pct,mean_program_ct_e2e_10ms_impr_pct,recompute_service_impr_pct,decision_wall_sec_impr_pct,program_throughput_impr_pct
least_rounds,18262.23828125,13894.25,44223.22500000002,52666.6,56391.25,0.005674639239243677,12501.26237037037,320,3375,976,2399,1201726.25,164,156,0.04622222222222222,164,2399,2399,0.9360124853687085,0,0.24047252460150048,0.24039499999999947,2975,0.08083110070638672,0.12729200534522533,0.9554575212896266,32.085682619200675,18432.082465577485,44462.66205265703,56631.7225246015,18279.22269968275,44247.16870526572,56415.29725246015,18265.63516493655,44228.01374105316,56396.05945049203,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,0.4503374579944648,,,,,,,,,,,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,-36.43116952942187,-67.64652363541255,-91.06157208804564,-82.57867642297481,-36.490528720930556,-101.86681146602632,-151.92519110175576,-45.22909139272493
current_density,10189.6734375,8325.25,22469.15,25564.3,28758.25,0.011127241748020133,7090.313481481481,320,3375,2195,1180,454523.75,164,151,0.04474074074074074,164,1180,1180,0.8779761904761905,0,0.221980602160329,0.22161999999999527,2859,0.07764274297318258,0.1197500096168369,0.9300070534998222,36.93432319421383,10344.753582252719,22690.270324503865,28980.23060216033,10205.181451975272,22491.262032450388,28780.448060216033,10192.775040395056,22473.57240649008,28762.689612043207,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,0.36805237500811927,,,,,,,,,,,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,23.876304602359248,14.82134361429705,7.258958289875842,6.889043579615359,23.798148588817522,23.648784281710345,-132.55257835711498,7.398746446671822
bayes_grade,10841.64609375,8680.25,23374.45,25960.550000000003,29492.5,0.010850216156649996,7627.312888888889,320,3375,1969,1406,513653.0,206,190,0.056296296296296296,206,1406,1406,0.8722084367245657,0,0.37367257798905484,0.37330999999999825,2870,0.1301995045258031,0.19929620029870418,0.9407266927716308,38.01972535390353,11102.497637115604,23745.558589487267,29866.172577989055,10867.73124808656,23411.560858948727,29529.867257798905,10846.863124617312,23381.872171789746,29499.97345155978,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,0.5249306659970898,,,,,,,,,,,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,19.005631543366455,11.389427514846165,5.821459990386436,4.511752897753027,18.850904744759315,13.71621173294765,-291.4689870511343,4.724930066966193
dual_descent_current,7260.6203125,5852.25,15572.65,17927.700000000004,21739.0,0.014720088320529923,5293.250074074074,320,3375,2741,634,197219.75,547,417,0.12355555555555556,547,634,634,0.5368331922099915,0,0.23452876840019599,0.23448599999996933,2798,0.08382014596147104,0.13192316255299377,0.8826075507717607,37.02366714200285,7423.1081167105585,15806.097420460288,21973.528768400196,7276.869092921057,15595.994742046028,21762.45287684002,7263.8700685842105,15577.318948409205,21743.690575368004,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,0.35342416699859314,0.0,2798.0,,,,,,,,,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,45.758296136104875,40.96539462486045,34.96267946055267,29.615359709900925,45.663788540470506,66.87088919741343,-145.69835949445562,42.07645245871476
bayes_dual_price,6810.06796875,5723.25,14599.65000000001,16959.5,20250.5,0.015802078961013308,5005.702814814815,320,3375,2938,437,148877.5,1684,402,0.11911111111111111,1684,437,437,0.20603488920320603,0,1.3308172452670988,1.3298190000000067,2768,0.4807865770473623,0.8041789449634962,0.9149111173609416,37.358176341324906,7729.285556148088,15924.836663295619,21581.3172452671,6901.9897274898085,14732.168666329571,20383.58172452671,6828.452320497961,14626.153733265923,20277.116344905342,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,1.4467649160069413,,2768.0,0.0,,,,,,,,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,49.12422435614929,44.653955725894,38.47507278185397,34.43469533121803,48.46300400137553,74.99145398210838,-1294.1983159656736,52.51969087183033
mu_two_price,25936.3484375,25735.75,74791.05,75693.5,79512.0,0.0040245497534963275,24485.57037037037,320,3375,3104,271,47121.5,2094,243,0.072,2094,271,271,0.11458773784355179,0,2.6844990625977516,2.6677639999999734,2834,0.9472473756519942,1.8047334539005533,0.18640009635832835,8.233596815575007,27701.818837039937,77472.9470186665,82196.49906259775,26112.895477453992,75059.23970186665,79780.44990625978,25971.657845490798,74844.68794037333,79565.68998125196,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,2.843740042007994,,2834.0,,0.0,4.408465378171708e-07,,,,,,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,-93.76191987834015,-183.52657526768604,-174.59754582309247,-157.43702648449135,-94.98438028297292,92.08449764953012,-2712.3501446917603,-61.15554884797263
lp_dual_descent,7817.7765625,6408.25,17416.05,19406.900000000005,23298.5,0.013734789793334335,5624.575259259259,320,3375,2539,836,248531.25,43,40,0.011851851851851851,43,739,739,0.9450127877237852,0,0.6618569142883644,0.6613470000000294,2802,0.23620874885380597,0.36986249469919125,0.8873668068717001,36.74896452561324,8272.370648429875,18069.9732238807,23960.356914288364,7863.235971092987,17481.44232238807,23364.685691428836,7826.868444218597,17429.128464477613,23311.737138285767,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,0.7917066660011187,,2802.0,,,1.9012845896104077e-08,1.0,0.0,0.0,2.2845332071779145e-07,,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,41.5959652307979,33.97722038678714,29.596502843253717,24.566146474130672,41.28540076430335,58.251547732134625,-593.3782971273973,32.566474236538845
lp_selective,8410.92578125,7086.75,18101.750000000004,19989.850000000002,23980.0,0.013344453711426188,6009.110296296296,320,3375,2739,636,163102.0,2,2,0.0005925925925925926,2,539,539,0.9963031423290203,0,0.742951423919294,0.7427400000000226,2809,0.2644896489566729,0.34996679751202464,0.7602261707840453,32.14155546288574,8919.83630682954,18828.176430357973,24722.951423919294,8461.816833807952,18174.3926430358,24054.29514239193,8421.103991761589,18116.278528607163,23994.859028478386,quick,320,0,20260974,balanced,quick10,0.35,10,120.0,150.0,95290,9529,3375,10.546875,0.8678253329999279,,,,,0.0,66.0,0.0,0.0,2.3890036463105236e-07,2743.0,13385.67890625,26378.85,27565.25,30886.0,0.010360681214789872,13392.30118820667,595306.5,0.09545394152519293,37.16474270630534,31.37778940325297,27.48170250587242,22.359645146668395,36.81581145098893,72.60201257671469,-678.3349875847805,28.79899916597164
commit_many,11846.166666666666,11849.5,22353.9,23398.9,26421.5,0.0181670230683345,9571.162198391421,480,4849,2459,2390,757592.25,1225,1202,0.2478861620952774,1225,2390,2390,0.661134163208852,0,0.2012339470675215,0.20112299999996885,3960,0.050816653299879166,0.08941700798459351,0.9123545627627644,61.77790814298961,11987.246523849588,22554.708773803875,26622.73394706752,11860.274652384958,22373.98087738039,26441.623394706752,11848.988263810324,22357.91617547608,26425.52467894135,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,0.445387749990914,,,,,,,,,,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
least_rounds,15855.109375,11872.5,37961.4,43508.649999999994,47133.75,0.010183785504017821,10708.476747783048,480,4849,1493,3356,1564775.5,196,183,0.03773974015260879,196,3356,3356,0.9448198198198198,0,0.5198566199396737,0.5196550000000784,4045,0.1285183238416993,0.20366700482554734,0.951855252820965,51.75570583711247,16221.904161522953,38479.96240818452,47653.606619939674,15891.788853652293,38013.25624081845,47185.73566199397,15862.44527073046,37971.77124816369,47144.14713239879,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,0.8266365840099752,,,,,,,,,,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,-33.841687536052454,-69.82003140391609,-85.94314262636274,-78.39165073898151,-33.99174403146428,-106.54586949642106,-158.3344547554108,-43.94356485533189
current_density,9344.38125,7760.0,20600.9,23131.999999999985,26660.5,0.018004163462800774,6494.830532068468,480,4849,3142,1707,655500.75,195,185,0.03815219632914003,195,1707,1707,0.8974763406940063,0,0.4364744246995542,0.4362689999999301,3809,0.1145902926488722,0.180416606599465,0.9219080716723644,57.395172633671535,9647.181726889448,21035.982573167166,27096.974424699554,9374.661297688946,20644.408257316718,26704.147442469955,9350.437259537788,20609.601651463345,26669.22948849399,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,0.6640056660107803,,,,,,,,,,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,21.11894494702927,7.842032039152004,1.140651910987337,-0.9045663569441553,20.9574687563933,13.475784632168558,-116.89900290685087,-0.8964573057519409
bayes_grade,9960.283333333333,8270.0,22030.40000000001,24477.449999999997,28025.75,0.017127106321864715,6930.796246648793,480,4849,2780,2069,744456.75,242,227,0.04681377603629614,242,2069,2069,0.8952834270878408,0,0.7275891187600791,0.727291000000136,3872,0.187910412902913,0.29075000202283263,0.9237809168745904,57.77290527461353,10471.801377132424,22754.524277665405,28753.33911876008,10011.435137713243,22102.81242776655,28098.508911876008,9970.513694209314,22044.882485553317,28040.3017823752,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,0.9675699999788776,,,,,,,,,,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,15.91977714309833,1.4471747659244816,-4.60940471560627,-6.071759741119921,15.588505062991407,1.7338482541235076,-261.56380638697397,-5.7242000660107095
dual_descent_current,6716.56875,5682.0,14363.400000000003,16219.3,19517.5,0.02459331369283976,4752.981800371211,480,4849,3937,912,275874.75,778,558,0.11507527325221695,778,912,912,0.5396449704142012,0,0.456252144445898,0.4558269999999496,3674,0.1241840349607779,0.1988896998227574,0.8926721874710728,58.94976303317536,7033.023916238119,14817.970313476146,19973.752144445898,6748.214266623811,14408.857031347618,19563.12521444459,6722.897853324762,14372.491406269526,19526.625042888918,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,0.6470075830002315,0.0,3674.0,,,,,,,,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,43.30175373186825,35.74544039295155,30.683493668505793,26.13023484662112,43.10237777447399,63.58532574745848,-126.7272252493305,35.37338286153453
bayes_dual_price,6319.403645833333,5417.5,13726.4,15493.949999999997,18663.75,0.02571830419931686,4556.066250773355,480,4849,4207,642,211036.75,2410,547,0.11280676428129512,2410,642,642,0.21035386631716907,0,2.573359214962693,2.5706329999999102,3679,0.6994724694108978,1.201853618840687,0.9049579617177087,58.171468756278884,8080.996568165268,16293.914323984505,21237.109214962693,6495.562938066528,13983.15143239845,18921.08592149627,6354.635504279972,13777.75028647969,18715.217184299254,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,2.760890457982896,,3679.0,0.0,,,,,,,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,46.65444254118772,38.5950550015881,33.783425716593534,29.361504835077493,45.2326094593404,72.14375543044427,-1178.7898127840401,41.565869667135516
mu_two_price,17376.690625,11192.0,46288.75,47357.85,53314.75,0.009003137030559086,15890.000567127243,480,4849,4396,453,82434.5,3808,368,0.07589193648174881,3808,453,453,0.10631307204881484,0,5.089794464001898,5.085518999999827,3794,1.3415378133900626,2.643853962945286,0.25413642422391086,17.950932903183453,20865.53838791652,51372.68286982027,58404.5444640019,17725.57540129165,46797.14328698203,53823.72944640019,17446.46758025833,46390.428657396405,53416.54588928004,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,5.305322750005871,,3794.0,,0.0,4.842486218158075e-07,,,,,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,-46.68619068052957,-107.07236768528087,-102.3934885827966,-101.78547773593475,-49.45332988327763,89.11888288191966,-2429.292168728411,-50.44241978064231
lp_dual_descent,6899.933854166667,5880.0,14983.400000000001,17011.6,20370.5,0.023563486414177364,5059.69436997319,480,4849,3661,1188,333314.75,39,39,0.00804289544235925,39,1043,1043,0.9639556377079482,0,1.1967749257746618,1.1964450000000646,3731,0.32076519050513586,0.5169374926481396,0.901264669214815,59.30098672099359,7728.600811615422,16165.653726915225,21567.274925774662,6982.800549911542,15101.625372691524,20490.177492577466,6916.507193315641,15007.045074538306,20394.435498515493,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,1.4001615419983864,,3731.0,,,0.0,1.0,0.0,0.0,2.2825570593645124e-07,,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,41.753868164103714,32.971875153776296,27.297437059007056,22.90180345551918,41.124461662383304,56.00341080574676,-494.7182089377291,29.704720060872347
lp_selective,7174.724479166666,5915.0,15292.800000000001,17512.799999999996,21063.25,0.022788506047262413,5163.423025366055,480,4849,3946,903,218863.5,2,2,0.00041245617653124357,2,758,758,0.9973684210526316,0,1.2867534027609508,1.2858800000000485,3690,0.3487136592848105,0.48610380908939976,0.7761507847853675,51.91702372615812,8047.636123992066,16549.47283552757,22350.00340276095,7262.015643649207,15418.467283552758,21191.925340276095,7192.182712063175,15317.933456710552,21088.98506805522,quick,480,0,20260974,balanced,quick10,0.35,15,120.0,150.0,142935,9529,4849,10.102083333333333,1.482178957987344,,,,,0.0,92.0,0.0,0.0,2.3759467013570992e-07,3598.0,11846.166666666666,22353.9,23398.9,26421.5,0.0181670230683345,11860.274652384958,757592.25,0.2012339470675215,39.43420955442689,31.587776629581413,25.155456025710635,20.27988569914653,38.77025738026308,71.11064692121653,-539.4315777790697,25.438856776613306
commit_many,11868.740625,11776.5,21902.5,22791.749999999996,26403.5,0.02423921071070123,9690.106470679733,640,6429,3275,3154,988132.75,1653,1603,0.24933893296002488,1653,3154,3154,0.6561264822134387,0,0.338976420549443,0.33869200000012256,5012,0.06763296499390323,0.12275000335648656,0.893606777510756,81.40363966898327,12104.94733571626,22240.886499593616,26742.476420549443,11892.361296071625,21936.33864995936,26437.397642054944,11873.464759214326,21909.267729991872,26410.27952841099,quick,640,0,20260974,balanced,quick10,0.35,20,120.0,150.0,190580,9529,6429,10.0453125,0.6927746250003111,,,,,,,,,,,11868.740625,21902.5,22791.749999999996,26403.5,0.02423921071070123,11892.361296071625,988132.75,0.338976420549443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
least_rounds,15558.257421875,11155.0,38467.3,43825.1,47616.5,0.013440719078470699,10635.918533208896,640,6429,2000,4429,2099542.5,223,204,0.03173121791880541,223,4429,4429,0.9520636285468616,0,0.8779425013926812,0.8772419999998533,5127,0.1712390289433745,0.2787787117995322,0.9545908809555564,68.4789358730692,16169.03617872714,39342.861855029085,48494.44250139268,15619.335297560214,38554.85618550291,47704.29425013927,15570.472997012044,38484.811237100585,47634.05885002785,quick,640,0,20260974,balanced,quick10,0.35,20,120.0,150.0,190580,9529,6429,10.0453125,1.310693709005136,,,,,,,,,,,11868.740625,21902.5,22791.749999999996,26403.5,0.02423921071070123,11892.361296071625,988132.75,0.338976420549443,-31.086000726172237,-75.62972263440247,-92.28492766022795,-80.34162137595395,-31.339226152839053,-112.47575287834555,-158.99810375294962,-44.54968340806232
