t_s,kv_perc,running,waiting,prefix_hit_cum,preemptions
0.01,0.00,0,0,0.00,0
0.51,0.00,0,0,0.00,0
1.02,0.00,0,0,0.00,0
1.53,0.00,0,0,0.00,0
2.03,0.00,0,0,0.00,0
5.04,0.80,2,0,13.44,0
5.55,0.80,2,0,13.44,0
6.05,3.99,7,73,14.66,0
6.56,3.99,7,73,14.66,0
7.06,7.16,12,68,14.98,0
7.57,10.33,16,64,14.04,0
8.07,10.33,16,64,14.04,0
8.58,13.51,18,62,13.36,0
9.08,13.51,18,62,13.36,0
9.59,16.70,21,59,12.02,0
10.10,16.70,21,59,12.02,0
10.60,19.88,23,57,11.92,0
11.11,19.88,23,57,11.92,0
11.61,23.05,27,53,11.81,0
12.12,26.22,30,50,11.83,0
12.63,26.22,30,50,11.83,0
13.13,29.39,34,46,11.90,0
13.64,29.39,34,46,11.90,0
14.14,32.57,37,43,11.95,0
14.65,32.57,37,43,11.95,0
15.16,35.74,40,40,11.82,0
15.66,38.91,44,36,11.83,0
16.21,38.91,44,36,11.83,0
16.72,42.08,47,33,11.82,0
17.22,42.08,47,33,11.82,0
17.73,45.25,50,30,11.78,0
18.23,48.42,54,26,11.79,0
18.74,48.42,54,26,11.79,0
19.25,51.61,57,23,11.84,0
19.75,51.61,57,23,11.84,0
20.26,54.79,61,19,11.83,0
20.77,54.79,61,19,11.83,0
21.27,57.96,64,16,11.73,0
21.78,61.14,67,13,11.75,0
22.29,61.14,67,13,11.75,0
22.79,64.35,71,9,11.82,0
23.30,64.35,71,9,11.82,0
23.80,67.53,74,6,11.67,0
24.31,67.53,74,6,11.67,0
24.81,70.71,77,3,11.65,0
25.32,70.71,77,3,11.65,0
25.82,73.87,79,1,11.21,0
26.33,73.87,79,1,11.21,0
26.84,77.38,80,0,11.30,0
27.34,77.76,80,0,11.30,0
27.85,78.14,80,0,11.30,0
28.36,78.56,80,0,11.30,0
28.86,78.91,80,0,11.30,0
29.37,79.26,80,0,11.30,0
29.87,79.65,80,0,11.30,0
30.38,80.04,80,0,11.30,0
30.89,80.40,80,0,11.30,0
31.39,80.74,80,0,11.30,0
31.90,81.13,80,0,11.30,0
32.40,81.53,80,0,11.30,0
32.91,81.88,80,0,11.30,0
33.42,82.23,80,0,11.30,0
33.92,82.62,80,0,11.30,0
34.43,83.01,80,0,11.30,0
34.93,83.36,80,0,11.30,0
35.44,83.71,80,0,11.30,0
35.95,84.10,80,0,11.30,0
36.45,83.96,79,0,11.30,0
36.96,85.47,80,0,11.68,0
37.47,85.87,80,0,11.68,0
37.97,86.25,80,0,11.68,0
38.48,85.55,79,0,11.68,0
38.98,85.55,79,0,11.68,0
39.49,88.91,80,0,12.38,0
40.00,89.25,80,0,12.38,0
40.50,88.45,79,0,12.38,0
41.01,91.34,80,0,13.05,0
41.53,90.62,79,0,13.05,0
42.03,90.67,79,0,13.05,0
42.54,94.03,80,0,13.70,0
43.04,93.96,79,0,13.70,0
43.55,93.96,79,0,13.70,0
44.06,96.64,80,0,13.76,0
44.56,97.05,80,0,14.49,0
45.07,97.39,80,0,14.49,0
45.58,97.77,80,0,14.49,0
46.08,95.99,78,0,14.49,0
46.59,95.99,78,0,14.49,0
47.10,99.50,79,1,17.31,0
