t_s,kv_perc,running,waiting,prefix_hit_cum,preemptions
0.01,0.00,0,0,0.00,0
0.51,0.00,0,0,0.00,0
1.02,0.00,0,0,0.00,0
1.53,0.00,0,0,0.00,0
2.03,0.00,0,0,0.00,0
5.04,1.25,1,0,0.00,0
5.55,1.25,1,0,0.00,0
6.05,4.43,10,70,18.90,0
6.56,4.43,10,70,18.90,0
7.06,7.61,13,67,15.15,0
7.57,7.61,13,67,15.15,0
8.07,10.80,16,64,14.04,0
8.58,13.98,19,61,13.50,0
9.08,13.98,19,61,13.50,0
9.59,17.15,22,58,12.89,0
10.09,17.15,22,58,12.89,0
10.60,20.33,25,55,12.70,0
11.10,20.33,25,55,12.70,0
11.61,23.50,27,53,11.96,0
12.11,26.67,30,50,11.68,0
12.62,26.67,30,50,11.68,0
13.12,29.83,34,46,11.82,0
13.63,29.83,34,46,11.82,0
14.13,33.00,37,43,11.81,0
14.64,33.00,37,43,11.81,0
15.14,36.18,40,40,11.75,0
15.65,39.36,44,36,11.80,0
16.16,39.36,44,36,11.80,0
16.66,42.54,48,32,11.84,0
17.17,42.54,48,32,11.84,0
17.68,45.70,51,29,11.86,0
18.18,45.70,51,29,11.86,0
18.69,48.88,54,26,11.82,0
19.20,52.07,57,23,11.76,0
19.70,52.07,57,23,11.76,0
20.21,55.24,61,19,11.79,0
20.71,55.24,61,19,11.79,0
21.22,58.41,64,16,11.74,0
21.72,58.41,64,16,11.74,0
22.23,61.61,68,12,11.77,0
22.74,61.61,68,12,11.77,0
23.24,64.80,70,10,11.68,0
23.75,67.98,74,6,11.66,0
24.26,67.98,74,6,11.66,0
24.76,71.18,76,4,11.57,0
25.27,71.18,76,4,11.57,0
25.78,74.33,77,3,11.15,0
26.28,74.33,77,3,11.15,0
26.86,77.35,80,0,11.30,0
27.37,77.76,80,0,11.30,0
27.87,78.10,80,0,11.30,0
28.38,78.52,80,0,11.30,0
28.89,78.83,80,0,11.30,0
29.39,79.21,80,0,11.30,0
29.90,79.60,80,0,11.30,0
30.41,80.00,80,0,11.30,0
30.92,80.35,80,0,11.30,0
31.42,80.72,80,0,11.30,0
31.93,81.10,80,0,11.30,0
32.44,81.55,80,0,11.30,0
32.95,81.83,80,0,11.30,0
33.45,82.21,80,0,11.30,0
33.96,82.59,80,0,11.30,0
34.46,83.03,80,0,11.30,0
34.97,83.31,80,0,11.30,0
35.48,83.69,80,0,11.30,0
35.98,84.07,80,0,11.30,0
36.49,84.51,80,0,11.30,0
37.00,84.80,80,0,11.30,0
37.50,85.15,80,0,11.30,0
38.01,85.53,80,0,11.30,0
38.52,85.94,80,0,11.30,0
39.02,85.74,79,0,11.30,0
39.53,88.18,80,0,11.43,0
40.04,88.52,80,0,11.43,0
40.54,88.97,80,0,11.43,0
41.05,89.25,80,0,11.43,0
41.55,89.63,80,0,11.43,0
42.06,88.71,79,0,11.43,0
42.57,91.75,80,0,12.16,0
43.07,92.13,80,0,12.16,0
43.58,91.40,79,0,12.16,0
44.08,91.79,79,0,13.02,0
44.59,91.79,79,0,13.02,0
45.10,93.14,78,0,13.78,0
45.60,93.14,78,0,13.78,0
46.11,96.22,79,0,14.38,0
46.62,99.45,80,0,15.72,0
47.12,98.85,79,0,15.72,0
